,0,1,2,3,4,5,6,7,8,9
0,0.7286890149116516,28.0,0.06133851036429405,21.0,-0.43028831481933594,6.0,-0.47885942459106445,12.0,1.3320233821868896,31.0
1,1.1398828029632568,29.0,-0.4163792133331299,11.0,0.34317266941070557,22.0,0.2957262694835663,25.0,-0.5596582293510437,5.0
2,0.011836167424917221,15.0,0.4879094064235687,24.0,0.03515952453017235,17.0,0.004311498254537582,19.0,-0.09644709527492523,13.0
3,-0.3043476939201355,9.0,0.6318754553794861,25.0,-0.21847526729106903,11.0,0.4285382628440857,26.0,-0.8261449933052063,2.0
4,0.5050531029701233,25.0,-1.1644432544708252,1.0,0.5622171759605408,24.0,-0.15521782636642456,17.0,-0.04713502153754234,14.0
5,1.7398526668548584,31.0,-0.14179472625255585,18.0,-0.28512510657310486,10.0,-0.6378099322319031,8.0,-0.60369873046875,4.0
6,-0.7794612050056458,2.0,-0.31507208943367004,13.0,0.5510186553001404,23.0,0.12783204019069672,21.0,0.6045258641242981,24.0
7,0.6381292939186096,27.0,0.33317694067955017,23.0,1.2488192319869995,31.0,-0.7308244705200195,7.0,-0.27713507413864136,8.0
8,-0.4579293727874756,5.0,1.032119631767273,29.0,-0.405127614736557,8.0,0.2662006914615631,23.0,-0.25801798701286316,10.0
9,0.5996420383453369,26.0,-0.22838374972343445,14.0,-0.46810635924339294,5.0,-1.0763972997665405,2.0,0.2955661714076996,20.0
10,-0.0951182022690773,12.0,1.1455445289611816,31.0,-0.9108163714408875,1.0,-0.31470009684562683,14.0,0.21678954362869263,19.0
11,0.377144455909729,24.0,-1.2260533571243286,0.0,0.16774936020374298,20.0,0.42869818210601807,27.0,0.633419394493103,25.0
12,0.3434475362300873,20.0,-0.16784510016441345,16.0,-0.3116125464439392,9.0,-0.4284982681274414,13.0,0.1227494478225708,18.0
13,-0.34971100091934204,7.0,0.19098453223705292,22.0,-0.4739094078540802,4.0,1.4857338666915894,31.0,-0.6302819848060608,3.0
14,-0.3332465887069702,8.0,-0.5746897459030151,8.0,0.8049471974372864,27.0,-0.2752770781517029,16.0,-0.4554193615913391,7.0
15,-0.6402269005775452,3.0,-0.6992570757865906,5.0,0.9879833459854126,28.0,-0.5596815943717957,10.0,0.10359208285808563,17.0
16,0.3547306954860687,22.0,-0.6084932684898376,6.0,0.04791860282421112,18.0,-0.7525298595428467,6.0,1.3051378726959229,30.0
17,0.3151525855064392,18.0,-0.7503875494003296,3.0,0.9955576062202454,29.0,-0.5859819650650024,9.0,-0.909903347492218,1.0
18,-0.5060076117515564,4.0,1.047493577003479,30.0,0.063624307513237,19.0,-0.29345396161079407,15.0,-0.45777469873428345,6.0
19,-0.7896430492401123,1.0,-0.5934274792671204,7.0,-0.17986491322517395,13.0,1.1797689199447632,30.0,0.49041736125946045,23.0
20,0.3261232078075409,19.0,-0.4261910617351532,9.0,-0.09626028686761856,15.0,-1.1138032674789429,1.0,0.9339514374732971,29.0
21,-1.1479792594909668,0.0,0.7001253366470337,26.0,-0.48215556144714355,3.0,0.17418043315410614,22.0,0.7461575865745544,27.0
22,-0.3004019856452942,10.0,0.7727382183074951,27.0,-0.6731171607971191,2.0,-0.04846716299653053,18.0,-0.0025216033682227135,15.0
23,0.3514912724494934,21.0,-0.16626793146133423,17.0,-1.0335323810577393,0.0,0.5365980863571167,28.0,-0.11422419548034668,12.0
24,0.18803922832012177,16.0,-0.7775264978408813,2.0,-0.1682591289281845,14.0,0.26702776551246643,24.0,0.42202240228652954,22.0
25,0.010661598294973373,14.0,-0.4247841238975525,10.0,0.22750116884708405,21.0,-1.2120282649993896,0.0,0.734581470489502,26.0
26,-0.057323794811964035,13.0,-0.7281771302223206,4.0,1.1745623350143433,30.0,-0.9314512014389038,4.0,-0.2109374701976776,11.0
27,-0.37981492280960083,6.0,-0.06664669513702393,19.0,0.5718168616294861,25.0,0.9698159694671631,29.0,0.0338030606508255,16.0
28,0.35706308484077454,23.0,-0.17733001708984375,15.0,-0.001361563103273511,16.0,-0.90370112657547,5.0,0.803814172744751,28.0
29,1.1857763528823853,30.0,-0.4132835566997528,12.0,-0.21430563926696777,12.0,-0.962626576423645,3.0,0.40196141600608826,21.0
30,0.2424192577600479,17.0,0.9368091821670532,28.0,-0.42380693554878235,7.0,0.01278082374483347,20.0,-0.9444729089736938,0.0
31,-0.2853374779224396,11.0,-0.057623013854026794,20.0,0.5863001346588135,26.0,-0.5389110445976257,11.0,-0.26826491951942444,9.0
