,0,1,2,3,4,5,6,7,8,9
0,-0.49817773699760437,4.0,0.6835224628448486,28.0,-0.2600482106208801,7.0,-0.34938886761665344,7.0,-0.3266865611076355,6.0
1,-0.7077720761299133,3.0,0.07623142749071121,14.0,-0.1461482048034668,10.0,-0.15381769835948944,13.0,0.4744443893432617,19.0
2,-0.11016789823770523,14.0,-0.37814563512802124,6.0,-0.03328122943639755,17.0,0.33616188168525696,27.0,0.08383607864379883,15.0
3,-1.0895880460739136,0.0,-0.11380279064178467,12.0,-0.13529716432094574,11.0,0.10371173173189163,21.0,0.9094175100326538,29.0
4,0.4407624304294586,30.0,0.30552151799201965,21.0,0.010673531331121922,20.0,0.13295526802539825,23.0,-0.7377031445503235,0.0
5,-0.4778883457183838,5.0,0.5608175992965698,26.0,-0.8614111542701721,0.0,-0.6175769567489624,2.0,0.9343291521072388,30.0
6,-0.4413430094718933,7.0,0.5406683683395386,25.0,-0.3083816468715668,5.0,-0.10019994527101517,14.0,0.37614384293556213,16.0
7,0.6199271082878113,31.0,-0.8141724467277527,1.0,0.4199651777744293,29.0,-0.41489487886428833,4.0,0.009033975191414356,13.0
8,-0.0718098059296608,17.0,-0.16018202900886536,10.0,-0.09929926693439484,14.0,-0.3624597489833832,6.0,0.5796867609024048,23.0
9,0.28138336539268494,25.0,0.7885838747024536,29.0,-0.26920896768569946,6.0,0.02522420510649681,18.0,-0.22796978056430817,10.0
10,0.3210585415363312,27.0,-0.47932466864585876,3.0,0.04017221927642822,24.0,0.061111193150281906,19.0,0.5993622541427612,25.0
11,-0.37518060207366943,9.0,-0.1810791790485382,9.0,0.027242686599493027,23.0,0.09510025382041931,20.0,-0.6066633462905884,1.0
12,-0.7389371395111084,2.0,0.09311837702989578,15.0,-0.0035098139196634293,18.0,0.26672953367233276,24.0,0.4809205234050751,20.0
13,0.3923831582069397,29.0,-0.46618443727493286,5.0,-0.1743217557668686,9.0,-0.09097303450107574,15.0,0.6975207924842834,27.0
14,-0.318406879901886,12.0,0.32446062564849854,22.0,-0.3342745900154114,4.0,0.2688292860984802,25.0,-0.2955520749092102,8.0
15,0.03809070959687233,20.0,1.014223575592041,31.0,-0.6998465657234192,1.0,-0.6803532242774963,1.0,-0.20961244404315948,11.0
16,0.13081346452236176,23.0,-0.1863492876291275,8.0,-0.18556928634643555,8.0,-0.6816008687019348,0.0,0.6703723073005676,26.0
17,0.36045777797698975,28.0,0.1892240047454834,19.0,-0.12868167459964752,12.0,-0.26573657989501953,9.0,-0.5141303539276123,3.0
18,-0.7819117307662964,1.0,-0.18777838349342346,7.0,-0.6422987580299377,2.0,0.01322225946933031,17.0,0.5743651986122131,22.0
19,-0.33598992228507996,11.0,0.0054088192991912365,13.0,0.024447565898299217,22.0,0.8128434419631958,31.0,-0.5409562587738037,2.0
20,0.08679027855396271,22.0,-1.140931248664856,0.0,0.7108860015869141,31.0,0.35758987069129944,28.0,0.04688333347439766,14.0
21,-0.053638990968465805,19.0,0.15306627750396729,17.0,-0.049405939877033234,16.0,-0.013615489937365055,16.0,0.7489597797393799,28.0
22,-0.3966429829597473,8.0,-0.5001124739646912,2.0,0.27093401551246643,26.0,-0.588311493396759,3.0,0.48303207755088806,21.0
23,0.056117549538612366,21.0,0.9461269974708557,30.0,-0.39371830224990845,3.0,-0.27996718883514404,8.0,-0.10696974396705627,12.0
24,-0.09170524030923843,15.0,-0.12946277856826782,11.0,-0.09756636619567871,15.0,0.10543647408485413,22.0,-0.30925872921943665,7.0
25,-0.46637457609176636,6.0,-0.47012701630592346,4.0,0.2509004473686218,25.0,-0.41254737973213196,5.0,0.4216865599155426,18.0
26,-0.21891406178474426,13.0,0.6261818408966064,27.0,0.497801274061203,30.0,0.3049476742744446,26.0,-0.33128997683525085,5.0
27,-0.08231908828020096,16.0,0.17794662714004517,18.0,-0.10232917964458466,13.0,-0.2558131515979767,10.0,0.5831320881843567,24.0
28,-0.07084222137928009,18.0,0.14616204798221588,16.0,0.3428865373134613,27.0,0.5970155000686646,30.0,-0.26968228816986084,9.0
29,0.21195222437381744,24.0,0.3648310899734497,23.0,0.3865436613559723,28.0,0.5231581926345825,29.0,-0.4883077144622803,4.0
30,-0.36744996905326843,10.0,0.2573215067386627,20.0,0.0014798688935115933,19.0,-0.2050410360097885,11.0,1.091653823852539,31.0
31,0.307180792093277,26.0,0.4139225482940674,24.0,0.021009406074881554,21.0,-0.1868564635515213,12.0,0.3961735665798187,17.0
