,0,1,2,3
0,-0.05146302282810211,12.0,-1.0256743431091309,12.0
1,-0.004366260953247547,17.0,-0.036007821559906006,17.0
2,-0.10548198968172073,2.0,-2.0746800899505615,2.0
3,-0.10191544145345688,4.0,-1.997944951057434,4.0
4,0.1938195526599884,30.0,3.7898974418640137,30.0
5,0.21321408450603485,31.0,4.175537109375,31.0
6,-0.06735899299383163,9.0,-1.3273009061813354,9.0
7,0.06870986521244049,23.0,1.344412088394165,23.0
8,-0.0497824065387249,13.0,-0.9403537511825562,13.0
9,-0.08944754302501678,6.0,-1.7314146757125854,6.0
10,-0.020903149619698524,16.0,-0.37983110547065735,16.0
11,-0.08731508255004883,7.0,-1.7178179025650024,7.0
12,-0.1020541563630104,3.0,-2.0156900882720947,3.0
13,0.08362671732902527,24.0,1.6270344257354736,24.0
14,-0.05455534905195236,11.0,-1.0758353471755981,10.0
15,-0.055429112166166306,10.0,-1.06553316116333,11.0
16,0.13436192274093628,28.0,2.654707908630371,28.0
17,0.0857691541314125,25.0,1.673148512840271,25.0
18,-0.09922453761100769,5.0,-1.9532629251480103,5.0
19,0.028736580163240433,20.0,0.5388365983963013,20.0
20,0.12142445892095566,27.0,2.3661656379699707,27.0
21,0.06484032422304153,22.0,1.2957887649536133,22.0
22,0.0009005701867863536,18.0,-0.0035396525636315346,18.0
23,-0.039329417049884796,14.0,-0.7725870013237,14.0
24,-0.11759552359580994,1.0,-2.3121390342712402,1.0
25,-0.026390984654426575,15.0,-0.5029502511024475,15.0
26,0.04037778452038765,21.0,0.7724486589431763,21.0
27,0.004383876919746399,19.0,0.05713985115289688,19.0
28,-0.07656869292259216,8.0,-1.4931000471115112,8.0
29,0.14024539291858673,29.0,2.769912004470825,29.0
30,0.0922015979886055,26.0,1.7764525413513184,26.0
31,-0.12305593490600586,0.0,-2.415849447250366,0.0
