,0,1,2,3
0,-1.8038876056671143,5.0,-0.12376050651073456,5.0
1,-0.2763550877571106,15.0,-0.018706481903791428,15.0
2,-2.2767934799194336,2.0,-0.15734688937664032,2.0
3,-2.0490381717681885,4.0,-0.1411418318748474,4.0
4,3.7942373752593994,30.0,0.2620885968208313,30.0
5,4.617847442626953,31.0,0.3155950903892517,31.0
6,-1.5070264339447021,10.0,-0.10393095016479492,10.0
7,1.451834797859192,25.0,0.10027621686458588,24.0
8,-1.6876749992370605,8.0,-0.11565817892551422,8.0
9,-1.4198464155197144,11.0,-0.09768331795930862,11.0
10,0.02750350721180439,17.0,0.004396749660372734,17.0
11,-1.7345691919326782,6.0,-0.11937607079744339,6.0
12,-1.529948353767395,9.0,-0.10646510869264603,9.0
13,1.0031402111053467,22.0,0.0666193887591362,22.0
14,0.5828477740287781,21.0,0.039889395236968994,21.0
15,-0.7101573944091797,13.0,-0.04918443411588669,13.0
16,2.674299716949463,28.0,0.18707990646362305,28.0
17,0.32575035095214844,18.0,0.017730457708239555,18.0
18,-2.192291021347046,3.0,-0.15138337016105652,3.0
19,1.8391424417495728,26.0,0.12732791900634766,26.0
20,0.5745595693588257,20.0,0.03964614123106003,20.0
21,2.173963785171509,27.0,0.1459716260433197,27.0
22,1.445896029472351,24.0,0.10059446841478348,25.0
23,-0.8635634183883667,12.0,-0.05889515206217766,12.0
24,-2.389155864715576,1.0,-0.1648627072572708,1.0
25,-0.4888157248497009,14.0,-0.03234384208917618,14.0
26,1.2873036861419678,23.0,0.08985628932714462,23.0
27,-0.24316632747650146,16.0,-0.016633495688438416,16.0
28,-1.7215015888214111,7.0,-0.1184789389371872,7.0
29,3.0278143882751465,29.0,0.2113298922777176,29.0
30,0.5330767631530762,19.0,0.03711457550525665,19.0
31,-2.4659454822540283,0.0,-0.1701141595840454,0.0
