,0,1,2,3,4,5,6,7
0,0.32165977358818054,27.0,0.3578246831893921,29.0,-0.42680150270462036,2.0,-0.2526828646659851,5.0
1,-0.3290781080722809,3.0,0.32951077818870544,28.0,-0.021523253992199898,14.0,0.021090995520353317,16.0
2,-0.1487867385149002,8.0,0.4862273633480072,30.0,-0.03812727332115173,13.0,-0.29931363463401794,3.0
3,0.20759698748588562,26.0,0.11764296144247055,21.0,-0.1425142139196396,8.0,-0.18272551894187927,7.0
4,0.3362886905670166,29.0,0.1444326937198639,23.0,-0.4352337718009949,1.0,-0.04548738896846771,12.0
5,0.3491884469985962,30.0,-0.3059861361980438,2.0,0.0007812947733327746,15.0,-0.043983615934848785,13.0
6,0.20000199973583221,24.0,0.07802870124578476,19.0,0.18396097421646118,25.0,-0.4619922935962677,1.0
7,0.17979232966899872,23.0,-0.27257779240608215,3.0,0.04205624386668205,18.0,0.05072902515530586,17.0
8,0.3308654725551605,28.0,-0.22698058187961578,5.0,0.11807962507009506,19.0,-0.22196362912654877,6.0
9,-0.22267967462539673,6.0,-0.12542809545993805,10.0,0.17607302963733673,23.0,0.17203478515148163,27.0
10,-0.14763639867305756,9.0,0.19019638001918793,26.0,-0.051948074251413345,12.0,0.00938814040273428,15.0
11,-0.3673217296600342,2.0,-0.06192217767238617,14.0,0.35507941246032715,29.0,0.0741647258400917,20.0
12,0.1656835973262787,21.0,-0.2681550085544586,4.0,0.03479807823896408,17.0,0.0676734447479248,19.0
13,-0.1298469454050064,11.0,-0.1542663723230362,8.0,0.12752850353717804,20.0,0.15658488869667053,25.0
14,0.16771136224269867,22.0,0.19002394378185272,25.0,-0.20344413816928864,6.0,-0.15429113805294037,8.0
15,-0.13414226472377777,10.0,-0.1614639014005661,7.0,0.12813416123390198,21.0,0.16747181117534637,26.0
16,0.4740765392780304,31.0,-0.30780029296875,1.0,-0.07983575761318207,11.0,-0.08644053339958191,11.0
17,-0.006204888690263033,17.0,-0.018044620752334595,16.0,-0.3675154447555542,4.0,0.39176541566848755,29.0
18,-0.23996944725513458,5.0,0.14705827832221985,24.0,0.0296002347022295,16.0,0.06331081688404083,18.0
19,-0.104587122797966,14.0,0.03395490720868111,17.0,0.6220669746398926,31.0,-0.5514343976974487,0.0
20,-0.3871454894542694,0.0,-0.07982946187257767,12.0,0.331673264503479,28.0,0.13530167937278748,23.0
21,-0.0168683510273695,16.0,0.12998826801776886,22.0,-0.0831151157617569,10.0,-0.030004948377609253,14.0
22,-0.04973585531115532,15.0,-0.10307242721319199,11.0,-0.3797561526298523,3.0,0.5325643420219421,30.0
23,-0.1541617065668106,7.0,-0.13934753835201263,9.0,0.15811686217784882,22.0,0.13539208471775055,24.0
24,-0.2447141706943512,4.0,-0.07032877206802368,13.0,-0.24510115385055542,5.0,0.5601435899734497,31.0
25,-0.12890417873859406,12.0,-0.17628401517868042,6.0,0.1833115965127945,24.0,0.12187662720680237,22.0
26,-0.36814844608306885,1.0,0.06378103047609329,18.0,0.20713990926742554,26.0,0.09722773730754852,21.0
27,0.16010905802249908,20.0,0.11051587015390396,20.0,-0.14062680304050446,9.0,-0.12999801337718964,10.0
28,0.1108432486653328,18.0,-0.5134866237640381,0.0,0.22582651674747467,27.0,0.17681753635406494,28.0
29,0.11128545552492142,19.0,0.1957894116640091,27.0,-0.15623773634433746,7.0,-0.1508370190858841,9.0
30,0.20558297634124756,25.0,0.507850706577301,31.0,-0.4597029983997345,0.0,-0.25373125076293945,4.0
31,-0.11645899713039398,13.0,-0.05681316554546356,15.0,0.5649197697639465,30.0,-0.39164817333221436,2.0
