,0,1,2,3
0,3.707815408706665,28.0,0.11576379090547562,28.0
1,-1.3483308553695679,14.0,-0.04213569313287735,14.0
2,-0.14702247083187103,17.0,-0.004753109999001026,17.0
3,-3.0120458602905273,3.0,-0.094106525182724,3.0
4,2.964010238647461,25.0,0.09259143471717834,25.0
5,-0.4282483458518982,16.0,-0.013317286036908627,16.0
6,3.5233473777770996,27.0,0.11010893434286118,27.0
7,-1.7267085313796997,13.0,-0.05411725863814354,13.0
8,1.93498694896698,23.0,0.06048779562115669,23.0
9,-2.796983003616333,6.0,-0.08747262507677078,6.0
10,-2.031672954559326,10.0,-0.06346677243709564,10.0
11,0.5805936455726624,19.0,0.01831231266260147,19.0
12,-1.9291415214538574,11.0,-0.06036124750971794,11.0
13,-3.1566269397735596,2.0,-0.09864389151334763,2.0
14,-3.2857446670532227,0.0,-0.1026710718870163,0.0
15,-3.0037529468536377,4.0,-0.0938735380768776,4.0
16,1.575371265411377,21.0,0.049127914011478424,21.0
17,1.781231164932251,22.0,0.055414970964193344,22.0
18,-2.7933831214904785,7.0,-0.0872853696346283,7.0
19,5.829573631286621,30.0,0.1822681576013565,30.0
20,6.471684455871582,31.0,0.2022130936384201,31.0
21,-1.8690873384475708,12.0,-0.05846443027257919,12.0
22,3.2860188484191895,26.0,0.10294775664806366,26.0
23,-2.752558708190918,9.0,-0.08604240417480469,9.0
24,2.8617708683013916,24.0,0.08937804400920868,24.0
25,-2.984318256378174,5.0,-0.09333239495754242,5.0
26,-0.6642530560493469,15.0,-0.020771000534296036,15.0
27,-2.777268648147583,8.0,-0.08683548867702484,8.0
28,0.17981097102165222,18.0,0.0058777774684131145,18.0
29,-3.1815743446350098,1.0,-0.0994207039475441,1.0
30,1.250873327255249,20.0,0.0388958677649498,20.0
31,3.94157338142395,29.0,0.12368673831224442,29.0
