,0,1,2,3
0,0.10875634104013443,26.0,3.4641356468200684,26.0
1,-0.034011200070381165,14.0,-1.0841184854507446,14.0
2,0.009501103311777115,18.0,0.33192211389541626,18.0
3,-0.10507868975400925,0.0,-3.3369908332824707,0.0
4,0.08811208605766296,24.0,2.821185827255249,24.0
5,-0.031421683728694916,15.0,-1.016905426979065,15.0
6,0.07249870896339417,23.0,2.3466684818267822,23.0
7,-0.05530276894569397,12.0,-1.7411466836929321,12.0
8,0.06586074084043503,22.0,2.076172351837158,22.0
9,-0.0817403569817543,8.0,-2.5865769386291504,8.0
10,-0.0702047124505043,11.0,-2.230841875076294,11.0
11,-0.0009541599429212511,17.0,-0.05006363242864609,17.0
12,-0.07696811854839325,9.0,-2.436732292175293,9.0
13,-0.09630979597568512,4.0,-3.054966688156128,4.0
14,-0.10235431045293808,2.0,-3.2503507137298584,2.0
15,-0.10121302306652069,3.0,-3.212143659591675,3.0
16,0.016026102006435394,19.0,0.5268171429634094,19.0
17,0.08906520903110504,25.0,2.8285670280456543,25.0
18,-0.08726886659860611,7.0,-2.772024154663086,7.0
19,0.17300128936767578,30.0,5.44973087310791,30.0
20,0.1922251582145691,31.0,6.121829509735107,31.0
21,-0.03508575260639191,13.0,-1.1148052215576172,13.0
22,0.11189589649438858,28.0,3.513200044631958,27.0
23,-0.09122622758150101,5.0,-2.8946216106414795,5.0
24,0.11164402216672897,27.0,3.570122003555298,28.0
25,-0.07677242904901505,10.0,-2.411207914352417,10.0
26,-0.007727707736194134,16.0,-0.2409946769475937,16.0
27,-0.08797205984592438,6.0,-2.7864186763763428,6.0
28,0.01923716813325882,20.0,0.5752742886543274,20.0
29,-0.10356675088405609,1.0,-3.286487579345703,1.0
30,0.04761908948421478,21.0,1.5244630575180054,21.0
31,0.13973629474639893,29.0,4.35734748840332,29.0
