,0,1,2,3
0,3.680074691772461,27.0,0.36103034019470215,20.0
1,-2.898880958557129,1.0,1.4210163354873657,22.0
2,-0.3206429183483124,18.0,-2.6596384048461914,4.0
3,-1.3281991481781006,15.0,-2.1205031871795654,11.0
4,-2.5168581008911133,11.0,-1.7174108028411865,14.0
5,0.8482222557067871,21.0,-2.3597376346588135,10.0
6,-2.8884494304656982,2.0,0.9966164231300354,21.0
7,1.2506028413772583,22.0,-2.0639188289642334,12.0
8,-1.6259442567825317,14.0,-0.8611782789230347,16.0
9,5.162391662597656,29.0,-1.7195206880569458,13.0
10,-2.5371851921081543,9.0,-2.5008785724639893,8.0
11,2.070270538330078,24.0,4.9042582511901855,29.0
12,7.158203601837158,31.0,-2.667922019958496,3.0
13,-2.692413091659546,6.0,4.680332660675049,28.0
14,1.702571153640747,23.0,-2.6499783992767334,5.0
15,-2.6896092891693115,7.0,-2.4022529125213623,9.0
16,-2.956505298614502,0.0,2.3267815113067627,24.0
17,-2.155273199081421,12.0,-0.11841624230146408,18.0
18,0.3136911988258362,20.0,1.7008894681930542,23.0
19,-2.8874547481536865,3.0,3.48343563079834,26.0
20,-2.5720295906066895,8.0,7.105587005615234,31.0
21,-1.944635272026062,13.0,-2.629117488861084,6.0
22,-0.9604579210281372,16.0,-0.5066916346549988,17.0
23,-2.7980291843414307,4.0,-2.5911641120910645,7.0
24,-0.6709446310997009,17.0,0.16126854717731476,19.0
25,3.0230319499969482,26.0,3.494021415710449,27.0
26,-2.5311968326568604,10.0,2.846628427505493,25.0
27,6.025172710418701,30.0,-2.713772773742676,2.0
28,0.10957717895507812,19.0,-1.2997772693634033,15.0
29,-2.7244186401367188,5.0,-2.775047540664673,1.0
30,4.421364784240723,28.0,-2.779689311981201,0.0
31,2.864914894104004,25.0,5.165679454803467,30.0
