,0,1,2,3
0,-0.25462087988853455,6.0,1.8792195320129395,24.0
1,-0.039650920778512955,17.0,-1.3416225910186768,12.0
2,-0.055177245289087296,15.0,-2.010695219039917,9.0
3,-0.7822914719581604,0.0,-2.3390309810638428,6.0
4,-0.08914878219366074,12.0,-2.5764222145080566,5.0
5,0.1525591015815735,23.0,-1.0403720140457153,14.0
6,-0.3654431104660034,4.0,-1.7027496099472046,10.0
7,0.11719312518835068,22.0,-0.43658000230789185,17.0
8,-0.0677676573395729,14.0,-2.183147430419922,7.0
9,0.21617469191551208,27.0,2.5546154975891113,25.0
10,0.05864226818084717,20.0,-2.780635118484497,2.0
11,0.19284124672412872,26.0,3.4055588245391846,28.0
12,0.2769729197025299,28.0,4.48856782913208,30.0
13,-0.08397573232650757,13.0,1.5007684230804443,23.0
14,-0.04177769646048546,16.0,-0.09531109035015106,18.0
15,-0.5781461000442505,1.0,-2.7706053256988525,3.0
16,-0.1711639016866684,9.0,-0.6541612148284912,16.0
17,-0.4238773584365845,2.0,-2.0338265895843506,8.0
18,0.07923556864261627,21.0,0.659821629524231,21.0
19,-0.009849125519394875,19.0,0.5335968732833862,20.0
20,-0.35498908162117004,5.0,3.631632089614868,29.0
21,-0.031109992414712906,18.0,-2.6596834659576416,4.0
22,-0.14429962635040283,11.0,-1.654471755027771,11.0
23,0.16617026925086975,25.0,-2.828519821166992,0.0
24,-0.41537800431251526,3.0,-0.9590840935707092,15.0
25,0.38248059153556824,30.0,3.2136855125427246,26.0
26,-0.16147880256175995,10.0,0.18436676263809204,19.0
27,-0.1773802787065506,8.0,3.2212207317352295,27.0
28,-0.21303677558898926,7.0,-1.1744025945663452,13.0
29,0.29464539885520935,29.0,-2.817786931991577,1.0
30,0.15614935755729675,24.0,1.3039851188659668,22.0
31,0.44637924432754517,31.0,4.7682623863220215,31.0
