,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.025416014716029167,17.0,0.37129518389701843,29.0,0.8222710490226746,31.0,-0.39798781275749207,1.0,-0.2920595407485962,10.0,-0.3597852289676666,4.0,0.018743567168712616,19.0,-0.37811005115509033,4.0,0.19021616876125336,23.0
1,-0.03285079821944237,14.0,-0.4818672835826874,3.0,0.3501335084438324,27.0,0.5477946996688843,28.0,-0.057584282010793686,15.0,-0.5341203808784485,2.0,-0.24913856387138367,10.0,0.4347310960292816,28.0,0.022899508476257324,19.0
2,0.33601537346839905,25.0,-0.3015633225440979,9.0,-0.1992851048707962,5.0,-0.08734508603811264,13.0,-0.033261172473430634,18.0,-0.23276786506175995,8.0,-0.004934860859066248,18.0,-0.07635289430618286,12.0,0.5994943380355835,28.0
3,-0.054920196533203125,12.0,0.48145171999931335,30.0,-0.08511605858802795,10.0,0.29425209760665894,20.0,-0.45755133032798767,1.0,0.13869093358516693,21.0,0.2563931941986084,23.0,-0.3175532817840576,5.0,-0.25564637780189514,5.0
4,0.7262420058250427,30.0,-0.08747755736112595,15.0,-0.46427756547927856,3.0,-0.18140628933906555,8.0,0.22262950241565704,27.0,0.2658286690711975,25.0,-0.28560569882392883,7.0,-0.6035596132278442,2.0,0.40762802958488464,27.0
5,-0.30978915095329285,4.0,-0.17442730069160461,12.0,0.27125781774520874,25.0,-0.5812849998474121,0.0,-0.08580614626407623,14.0,1.034372329711914,31.0,-0.13042056560516357,13.0,0.1632467359304428,22.0,-0.18714900314807892,6.0
6,-0.2455577552318573,6.0,-0.6309379935264587,0.0,0.14632900059223175,17.0,0.4541058838367462,27.0,-0.3286178708076477,8.0,0.3270212411880493,28.0,0.29771918058395386,26.0,0.013372558169066906,17.0,-0.033433809876441956,17.0
7,-0.345660537481308,2.0,0.20753222703933716,25.0,-0.10583382099866867,8.0,-0.09140188992023468,12.0,0.5949050784111023,30.0,-0.3488921523094177,5.0,0.3976360857486725,28.0,0.15579470992088318,21.0,-0.46407872438430786,3.0
8,0.22114935517311096,22.0,0.13630609214305878,24.0,0.09685830026865005,16.0,0.3030340373516083,21.0,-0.28118571639060974,11.0,0.31210535764694214,26.0,0.2932986617088318,25.0,-0.48452892899513245,3.0,-0.5970367193222046,1.0
9,0.1402614563703537,21.0,-0.5658720135688782,2.0,-0.6455001831054688,0.0,0.6331919431686401,29.0,0.009831695817410946,19.0,0.3720208704471588,29.0,0.09960480034351349,20.0,-0.08634217083454132,11.0,0.042801517993211746,20.0
10,0.22617360949516296,23.0,-0.0038849390111863613,20.0,0.2821238934993744,26.0,0.44870850443840027,26.0,-0.33692848682403564,6.0,0.3169865012168884,27.0,-0.9865140318870544,0.0,-0.11123471707105637,10.0,0.16456744074821472,21.0
11,0.12530562281608582,20.0,-0.010812776163220406,19.0,0.1772342026233673,20.0,0.39464887976646423,24.0,-0.4231812357902527,2.0,0.06910590827465057,19.0,0.4639674127101898,29.0,-0.6612322330474854,1.0,-0.1350346803665161,11.0
12,-0.26245105266571045,5.0,0.01542329229414463,21.0,-0.06599442660808563,12.0,0.04441651329398155,14.0,0.721619725227356,31.0,-0.014165005646646023,17.0,-0.12579701840877533,14.0,-0.2890784740447998,6.0,-0.023973830044269562,18.0
13,-0.41069337725639343,0.0,0.8180957436561584,31.0,-0.17641830444335938,6.0,0.33044010400772095,22.0,-0.33059072494506836,7.0,-0.43873316049575806,3.0,0.3193870484828949,27.0,0.00909387692809105,16.0,-0.12057939171791077,13.0
14,0.6850694417953491,29.0,0.2718636393547058,27.0,0.16302235424518585,19.0,-0.14125178754329681,10.0,0.022611018270254135,20.0,-0.015915606170892715,16.0,-0.04173698648810387,17.0,-0.0486883781850338,14.0,-0.8949730396270752,0.0
15,0.8516808748245239,31.0,-0.3457457721233368,8.0,0.15939590334892273,18.0,-0.20381572842597961,6.0,-0.24278107285499573,12.0,-0.021931646391749382,15.0,-0.4074772298336029,4.0,0.04438473656773567,19.0,0.16628924012184143,22.0
16,-0.1532508134841919,7.0,-0.07667306810617447,16.0,-0.15167652070522308,7.0,0.15478050708770752,17.0,0.09503305703401566,21.0,0.14531773328781128,23.0,-0.675584614276886,2.0,0.799221396446228,30.0,-0.1371677815914154,10.0
17,0.013591564260423183,16.0,-0.030554618686437607,18.0,-0.08915785700082779,9.0,-0.23498180508613586,5.0,-0.3832901120185852,4.0,-0.069013811647892,12.0,-0.3977752923965454,5.0,0.29635900259017944,24.0,0.8948231339454651,31.0
18,-0.07813143730163574,10.0,-0.13841350376605988,13.0,0.17784374952316284,21.0,-0.35993367433547974,4.0,-0.2986137568950653,9.0,-0.10982440412044525,10.0,0.8789582252502441,31.0,-0.003742339089512825,15.0,-0.06814229488372803,15.0
