,0,1,2,3,4,5,6,7
0,0.6613767743110657,31.0,-0.12167210876941681,13.0,-0.4474036395549774,2.0,-0.09229955077171326,12.0
1,0.33347079157829285,24.0,0.15731613337993622,22.0,-0.5405752062797546,0.0,0.049788180738687515,21.0
2,-0.1180039569735527,7.0,0.3435187041759491,29.0,-0.15839391946792603,9.0,-0.06712071597576141,14.0
3,0.21333914995193481,21.0,-0.458279550075531,2.0,0.2708149254322052,24.0,-0.025874461978673935,16.0
4,0.19627481698989868,20.0,0.06465835124254227,19.0,0.23956339061260223,23.0,-0.5004968643188477,4.0
5,0.41914162039756775,27.0,0.03338445723056793,18.0,0.10083276778459549,16.0,-0.5533589720726013,2.0
6,-0.2432781606912613,5.0,-0.1141531765460968,15.0,0.1336895227432251,18.0,0.22374188899993896,26.0
7,0.3584369421005249,25.0,0.2178134322166443,26.0,0.13037657737731934,17.0,-0.7066272497177124,0.0
8,0.1742604374885559,19.0,-0.5180007815361023,0.0,0.42011532187461853,30.0,-0.07637488096952438,13.0
9,0.5316326022148132,30.0,-0.09332798421382904,16.0,-0.3037198781967163,7.0,-0.13458402454853058,10.0
10,0.07406236976385117,14.0,0.2088046669960022,25.0,0.34385383129119873,26.0,-0.6267215013504028,1.0
11,0.03545992448925972,12.0,-0.4459178149700165,3.0,0.5113327503204346,31.0,-0.100875124335289,11.0
12,0.1633295863866806,16.0,-0.0392400398850441,17.0,0.08361165225505829,14.0,-0.2077009230852127,8.0
13,0.5007235407829285,28.0,-0.347362756729126,8.0,0.01279886718839407,12.0,-0.1661594659090042,9.0
14,0.1680944859981537,17.0,-0.3635978102684021,7.0,0.2169925570487976,21.0,-0.021488582715392113,17.0
15,0.24135138094425201,22.0,-0.396973580121994,5.0,0.145611971616745,19.0,0.010009970515966415,20.0
16,-0.3079017996788025,4.0,0.44910928606987,30.0,-0.308218777179718,6.0,0.16701097786426544,23.0
17,-0.33159759640693665,2.0,0.5597643852233887,31.0,-0.19266948103904724,8.0,-0.035497527569532394,15.0
18,0.14943388104438782,15.0,0.08579415827989578,20.0,-0.5199540853500366,1.0,0.28472501039505005,29.0
19,-0.3528989553451538,1.0,-0.4003344476222992,4.0,0.39659345149993896,27.0,0.3566400706768036,30.0
20,-0.3200875222682953,3.0,0.27278274297714233,27.0,-0.1443360149860382,11.0,0.19164110720157623,25.0
21,0.030746379867196083,11.0,-0.33188003301620483,9.0,-0.4195166230201721,3.0,0.7206501960754395,31.0
22,0.27110755443573,23.0,-0.32205867767333984,10.0,0.3036247491836548,25.0,-0.2526731789112091,6.0
23,0.06161260977387428,13.0,0.182843878865242,23.0,-0.4132568836212158,4.0,0.16880051791667938,24.0
24,-0.00047647531027905643,9.0,0.31011316180229187,28.0,-0.3149544894695282,5.0,0.005318747833371162,19.0
25,0.3847428858280182,26.0,-0.24222631752490997,11.0,0.09594830870628357,15.0,-0.23846465349197388,7.0
26,0.16942359507083893,18.0,0.18385648727416992,24.0,0.19704262912273407,20.0,-0.5503231287002563,3.0
27,-0.025536149740219116,8.0,-0.5088413953781128,1.0,0.4020936191082001,28.0,0.132283017039299,22.0
28,0.5179589986801147,29.0,-0.37357792258262634,6.0,-0.14555929601192474,10.0,0.0011784177040681243,18.0
29,-0.6283345222473145,0.0,0.1435728222131729,21.0,0.23253647983074188,22.0,0.25222456455230713,27.0
30,0.024706274271011353,10.0,-0.11645150184631348,14.0,0.4129381477832794,29.0,-0.3211924731731415,5.0
31,-0.16747647523880005,6.0,-0.13871590793132782,12.0,0.052650485187768936,13.0,0.25354164838790894,28.0
