,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.6496637463569641,30.0,0.08059170842170715,16.0,-0.30036476254463196,6.0,-0.05470149591565132,13.0,0.10440834611654282,21.0,0.2370111495256424,23.0,0.472276896238327,31.0,-0.2728457748889923,6.0,-0.30688366293907166,3.0,-0.6091548800468445,0.0
1,0.22187255322933197,23.0,0.39577189087867737,28.0,0.0724715143442154,20.0,-0.6327818036079407,0.0,0.012770970351994038,16.0,0.01589435711503029,12.0,-0.530414342880249,2.0,0.14355996251106262,18.0,0.43865805864334106,25.0,-0.13780561089515686,12.0
2,-0.4012594223022461,3.0,-0.2641608715057373,8.0,0.09831938147544861,21.0,-0.08490356802940369,11.0,0.6618619561195374,29.0,-0.018665866926312447,10.0,0.33949384093284607,28.0,-0.1282213181257248,10.0,0.17849348485469818,19.0,-0.3809552490711212,5.0
3,-0.22506225109100342,10.0,0.2982001006603241,26.0,-0.17971965670585632,10.0,-0.15447349846363068,10.0,-0.09783722460269928,13.0,0.39814239740371704,30.0,-0.23823396861553192,8.0,0.31553971767425537,26.0,0.36282068490982056,24.0,-0.47937607765197754,2.0
4,0.6079198718070984,29.0,0.02748401276767254,12.0,0.43088361620903015,27.0,-0.46420910954475403,4.0,0.5252271890640259,27.0,0.17830415070056915,20.0,-0.11371748149394989,13.0,-0.8362754583358765,0.0,-0.3697148859500885,1.0,0.014098284766077995,17.0
5,-0.23650990426540375,8.0,-0.30837005376815796,7.0,0.6254457235336304,31.0,-0.5065094232559204,3.0,-0.44386762380599976,3.0,0.8525120615959167,31.0,0.34184661507606506,29.0,0.058914944529533386,14.0,0.06154885143041611,16.0,-0.4450097978115082,4.0
6,-0.04788106307387352,16.0,0.10926705598831177,17.0,0.3884844481945038,26.0,0.2870413064956665,24.0,0.06843211501836777,18.0,-0.9112581610679626,1.0,0.12940169870853424,22.0,0.302665114402771,25.0,0.022320155054330826,15.0,-0.34847286343574524,7.0
7,0.23914101719856262,24.0,0.11208093911409378,18.0,-0.6269387006759644,1.0,0.37409570813179016,27.0,0.5881355404853821,28.0,-0.26952698826789856,7.0,0.16439411044120789,23.0,-0.274711012840271,5.0,-0.2874995768070221,5.0,-0.019171137362718582,14.0
8,-0.2965558171272278,5.0,0.32551634311676025,27.0,0.035133689641952515,19.0,0.5537526607513428,30.0,-0.22550921142101288,9.0,0.25738614797592163,26.0,-0.31572994589805603,5.0,-0.09334739297628403,11.0,0.3154021203517914,21.0,-0.5560497045516968,1.0
9,0.35392242670059204,25.0,0.17784002423286438,21.0,-0.9688122272491455,0.0,0.005401691421866417,16.0,0.05416892096400261,17.0,0.12567706406116486,17.0,0.26701802015304565,27.0,-0.34695905447006226,2.0,-0.25214922428131104,8.0,0.5838906764984131,30.0
10,-0.08391817659139633,12.0,-0.34743043780326843,6.0,-0.10678806900978088,13.0,0.020322512835264206,17.0,-0.6622462272644043,2.0,0.171709343791008,19.0,0.09452811628580093,21.0,0.8382090926170349,31.0,-0.3171519637107849,2.0,0.39276817440986633,27.0
11,-0.5335489511489868,2.0,0.6695367693901062,31.0,-0.1845315396785736,9.0,0.17613857984542847,23.0,-0.09813658148050308,12.0,0.21295583248138428,22.0,-0.3074967563152313,6.0,0.09452561289072037,15.0,0.1929996907711029,20.0,-0.22244316339492798,11.0
12,-0.076258584856987,13.0,0.1196347251534462,19.0,0.44499802589416504,28.0,0.3275396525859833,25.0,-0.3002593219280243,8.0,0.09560829401016235,15.0,-0.20682016015052795,9.0,-0.48061951994895935,1.0,-0.04878568276762962,14.0,0.12496303021907806,20.0
13,-0.23574893176555634,9.0,-0.437022864818573,4.0,0.010429908521473408,17.0,-0.04795558750629425,14.0,-0.7518719434738159,0.0,0.2547856569290161,25.0,0.1922311931848526,25.0,0.46990281343460083,29.0,0.5401530265808105,29.0,0.005096116568893194,16.0
14,0.15972325205802917,21.0,0.42944851517677307,29.0,-0.36889103055000305,4.0,-0.004973449278622866,15.0,-0.4387860894203186,4.0,-0.6093356609344482,2.0,0.015904968604445457,18.0,-0.29722458124160767,4.0,0.7366469502449036,30.0,0.37748536467552185,26.0
15,-0.043293680995702744,17.0,0.18547683954238892,24.0,0.4646138548851013,29.0,-0.4105648100376129,5.0,0.3539341390132904,25.0,-0.49891218543052673,3.0,0.4271276891231537,30.0,-0.33631157875061035,3.0,0.177127406001091,18.0,-0.31919828057289124,8.0
16,-0.7456781268119812,0.0,0.18282653391361237,22.0,-0.4858424961566925,3.0,-0.24011419713497162,8.0,0.009558579884469509,15.0,0.12587833404541016,18.0,0.2508878707885742,26.0,0.22034695744514465,22.0,0.5057842135429382,27.0,0.17635467648506165,21.0
17,-0.2806587517261505,6.0,-0.5681279301643372,0.0,-0.025323189795017242,15.0,-0.06137687340378761,12.0,0.7988169193267822,30.0,0.004281578119844198,11.0,-0.012418540194630623,15.0,-0.13526801764965057,9.0,-0.1685815304517746,10.0,0.4486561715602875,29.0
18,-0.2619192600250244,7.0,0.19859080016613007,25.0,0.03272893652319908,18.0,-0.3013060688972473,7.0,-0.14826837182044983,11.0,0.28955549001693726,27.0,-0.2998102009296417,7.0,0.722111165523529,30.0,-0.2507219910621643,9.0,0.019039861857891083,18.0
19,-0.37848708033561707,4.0,-0.3608566224575043,5.0,0.13290755450725555,22.0,0.17002135515213013,21.0,-0.42999908328056335,6.0,-0.2990402579307556,5.0,-0.05277228355407715,14.0,0.19186608493328094,21.0,0.16946636140346527,17.0,0.8568928241729736,31.0
20,-0.03480899706482887,18.0,-0.4558815658092499,3.0,0.17429032921791077,24.0,0.17560088634490967,22.0,-0.4313786029815674,5.0,0.24745333194732666,24.0,-0.3341672718524933,4.0,-0.022431401535868645,12.0,0.7647780776023865,31.0,-0.08345477283000946,13.0
21,0.19341057538986206,22.0,-0.4691459834575653,2.0,-0.01815372332930565,16.0,0.4328811764717102,29.0,0.4153078496456146,26.0,0.20560526847839355,21.0,-0.7510255575180054,1.0,0.1781890094280243,19.0,-0.25879722833633423,7.0,0.07172881066799164,19.0
22,0.021399790421128273,19.0,0.18363751471042633,23.0,-0.21959710121154785,8.0,0.42333176732063293,28.0,-0.7252749800682068,1.0,0.3019883930683136,28.0,-0.5265460014343262,3.0,-0.1609809249639511,8.0,0.33890703320503235,23.0,0.3631354570388794,25.0
23,0.3878912031650543,27.0,-0.24891330301761627,9.0,-0.13757601380348206,11.0,0.34158486127853394,26.0,-0.35834088921546936,7.0,-0.19051313400268555,9.0,0.0009427142795175314,16.0,0.23187603056430817,24.0,0.44134771823883057,26.0,-0.4682997167110443,3.0
24,-0.06629647314548492,14.0,0.06640539318323135,15.0,-0.3363260328769684,5.0,-0.5185575485229492,2.0,0.0766877755522728,19.0,0.3576289713382721,29.0,-0.19543735682964325,10.0,0.1143583282828331,17.0,0.5175505876541138,28.0,-0.016014879569411278,15.0
25,-0.5612398982048035,1.0,0.045267365872859955,13.0,-0.026220837607979774,14.0,0.936184287071228,31.0,-0.15524376928806305,10.0,0.07175223529338837,14.0,-0.15952180325984955,12.0,0.22394633293151855,23.0,-0.1296055018901825,12.0,-0.24531851708889008,10.0
26,0.42346811294555664,28.0,-0.011544877663254738,11.0,-0.1124245747923851,12.0,-0.17289051413536072,9.0,0.8091039061546326,31.0,-0.28652018308639526,6.0,0.07066957652568817,19.0,-0.20152157545089722,7.0,-0.1681259125471115,11.0,-0.3502121567726135,6.0
27,-0.06599342077970505,15.0,0.0548817440867424,14.0,0.5760489106178284,30.0,-0.34474584460258484,6.0,0.08234557509422302,20.0,-0.3458196222782135,4.0,-0.1630362868309021,11.0,0.10867886990308762,16.0,-0.2994311451911926,4.0,0.3970705270767212,28.0
28,-0.1826423555612564,11.0,0.4970414340496063,30.0,-0.22664743661880493,7.0,0.03855128958821297,18.0,0.3177299499511719,24.0,-0.26806795597076416,8.0,0.07691982388496399,20.0,0.4157881438732147,28.0,-0.8617380857467651,0.0,0.19306594133377075,22.0
29,0.8384091258049011,31.0,-0.5239680409431458,1.0,-0.49198082089424133,2.0,0.05626029893755913,19.0,0.3029062747955322,23.0,0.1015034019947052,16.0,0.18905645608901978,24.0,0.05643225461244583,13.0,-0.26854830980300903,6.0,-0.26007071137428284,9.0
30,0.37820425629615784,26.0,-0.24521169066429138,10.0,0.31658414006233215,25.0,-0.5500232577323914,1.0,0.1265278458595276,22.0,-0.9314907193183899,0.0,0.0017685223137959838,17.0,0.3189390003681183,27.0,0.3307216763496399,22.0,0.2539803981781006,23.0
31,0.05344361066818237,20.0,0.17227432131767273,20.0,0.14443941414356232,23.0,0.07837264984846115,20.0,-0.056417930871248245,14.0,0.06349112093448639,13.0,-0.8403871655464172,0.0,0.18930460512638092,20.0,-0.06895220279693604,13.0,0.2644316554069519,24.0
