,0,1,2,3
0,0.07844838500022888,31.0,-0.07844828069210052,0.0
1,0.03083784691989422,10.0,-0.03083808720111847,21.0
2,0.05439101159572601,15.0,-0.05439108982682228,16.0
3,0.06586504727602005,29.0,-0.06586527824401855,2.0
4,0.057701319456100464,21.0,-0.057702045887708664,10.0
5,0.059454817324876785,26.0,-0.05945530906319618,5.0
6,1.7238856539436645e-34,9.0,-1.7238809473744864e-34,22.0
7,0.05837133526802063,23.0,-0.05837095156311989,8.0
8,0.058518461883068085,24.0,-0.058518700301647186,7.0
9,0.06251193583011627,27.0,-0.06251166015863419,4.0
10,-0.06621236354112625,1.0,0.0662117674946785,30.0
11,-0.054452843964099884,3.0,0.05445254221558571,28.0
12,2.802596928649634e-44,7.0,-6.025583396596713e-44,24.0
13,-0.08024514466524124,0.0,0.0802457183599472,31.0
14,0.049994174391031265,14.0,-0.04999377951025963,17.0
15,0.057674869894981384,20.0,-0.057675302028656006,11.0
16,0.05615096911787987,17.0,-0.05615074932575226,14.0
17,0.05729275196790695,19.0,-0.05729236826300621,12.0
18,0.05588721111416817,16.0,-0.055887263268232346,15.0
19,0.045772165060043335,12.0,-0.04577229171991348,19.0
20,0.05648621916770935,18.0,-0.056486163288354874,13.0
21,0.0594392754137516,25.0,-0.05943960323929787,6.0
22,-0.061963826417922974,2.0,0.061963535845279694,29.0
23,0.03924653306603432,11.0,-0.03924664482474327,20.0
24,-0.02934127487242222,5.0,0.02934142015874386,26.0
25,0.05785362049937248,22.0,-0.057853784412145615,9.0
26,0.06320787221193314,28.0,-0.06320804357528687,3.0
27,1.9906917730679725e-37,8.0,-1.9908276429670734e-37,23.0
28,-0.05129189044237137,4.0,0.05129171907901764,27.0
29,0.06967821717262268,30.0,-0.06967818737030029,1.0
30,-5.885453550164232e-44,6.0,-5.605193857299268e-44,25.0
31,0.047801051288843155,13.0,-0.047800976783037186,18.0
