,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,-0.4796677231788635,1.0,0.8055378794670105,31.0,-0.1428135335445404,12.0,-0.49996310472488403,2.0,0.15376967191696167,21.0,-0.0474567748606205,13.0,0.5112842917442322,29.0,-0.10961687564849854,13.0,-0.1910731941461563,8.0
1,0.37684598565101624,25.0,0.07396668940782547,20.0,-0.1832687258720398,9.0,0.336149662733078,26.0,-0.7985736727714539,0.0,-0.4623270034790039,1.0,0.44257527589797974,28.0,0.14933541417121887,24.0,0.06529708951711655,20.0
2,-0.20822885632514954,7.0,-0.11920340359210968,11.0,0.26318103075027466,22.0,-0.05487750470638275,11.0,0.05695948749780655,18.0,-0.19509512186050415,7.0,-0.1352827548980713,13.0,-0.19626811146736145,7.0,0.5888148546218872,29.0
3,0.32281771302223206,23.0,-0.052163347601890564,14.0,-0.4599020481109619,3.0,-0.11424142122268677,8.0,0.5626079440116882,29.0,-0.3309818208217621,4.0,0.02922578901052475,18.0,0.23011340200901031,26.0,-0.18747636675834656,9.0
4,-0.43639081716537476,3.0,0.5203859806060791,29.0,0.5512064695358276,30.0,0.7432682514190674,29.0,-0.15914645791053772,8.0,-0.02979881316423416,15.0,-0.46231821179389954,3.0,-0.23611165583133698,6.0,-0.4910941421985626,2.0
5,0.4960120618343353,29.0,0.003066021017730236,16.0,0.2913006842136383,24.0,-0.05174146220088005,12.0,0.01785091869533062,17.0,-0.15772423148155212,8.0,0.18740758299827576,24.0,-1.0267250537872314,0.0,0.24055208265781403,24.0
6,0.0622791089117527,16.0,-0.17801229655742645,8.0,0.44192078709602356,28.0,-0.6624809503555298,0.0,-0.14702847599983215,10.0,0.41281574964523315,26.0,-0.004787260666489601,17.0,-0.07834639400243759,16.0,0.15364117920398712,22.0
7,0.0790267214179039,18.0,-0.1197558343410492,10.0,0.25134140253067017,21.0,0.16247835755348206,22.0,-0.03865938261151314,15.0,-0.21608512103557587,6.0,0.795634388923645,31.0,-0.5832678079605103,1.0,-0.3307114839553833,6.0
8,-0.6448565125465393,0.0,0.10670122504234314,22.0,0.49611860513687134,29.0,0.2585916817188263,25.0,-0.4665949046611786,3.0,0.20804904401302338,24.0,-0.01415033545345068,16.0,-0.19409896433353424,8.0,0.25023889541625977,25.0
9,-0.1579270213842392,8.0,-0.23448196053504944,7.0,-0.04787399619817734,15.0,0.9067966938018799,30.0,-0.1567116677761078,9.0,-0.018219659104943275,17.0,-0.23399652540683746,10.0,-0.15329214930534363,11.0,0.09570664167404175,21.0
10,0.06757453829050064,17.0,0.4186880588531494,28.0,-0.039792630821466446,16.0,0.04549206420779228,19.0,0.0005820301594212651,16.0,-0.09069515019655228,11.0,-1.002689242362976,0.0,0.08622989803552628,22.0,0.5146104693412781,28.0
11,-0.21076735854148865,6.0,0.06772559136152267,19.0,-0.30850717425346375,7.0,0.02027272619307041,17.0,0.9042243957519531,31.0,-0.03411966189742088,14.0,-0.2893594205379486,7.0,-0.0053621013648808,18.0,-0.1441069394350052,12.0
12,-0.05416852608323097,14.0,0.284970760345459,26.0,0.19369715452194214,20.0,-0.13365860283374786,7.0,0.1871102899312973,23.0,-0.05106600001454353,12.0,-0.12032587081193924,14.0,0.26467469334602356,27.0,-0.5712341070175171,0.0
13,0.45198550820350647,28.0,0.1359959989786148,23.0,-0.7233240604400635,1.0,-0.42642584443092346,4.0,0.31673750281333923,24.0,-0.38908904790878296,2.0,0.605073094367981,30.0,-0.02812284789979458,17.0,0.0571691058576107,18.0
14,0.00962933711707592,15.0,-0.07354909181594849,12.0,-0.7496894001960754,0.0,-0.04159662500023842,13.0,0.11565627157688141,20.0,0.6218891739845276,30.0,0.049550823867321014,20.0,0.005804290063679218,19.0,0.062305402010679245,19.0
15,0.14451216161251068,19.0,0.23668934404850006,24.0,-0.01788288727402687,17.0,-0.444930762052536,3.0,-0.11326925456523895,12.0,0.43764930963516235,27.0,-0.8961222767829895,1.0,0.04827798157930374,20.0,0.6050765514373779,30.0
16,-0.10665305703878403,10.0,-0.3638344705104828,3.0,0.6197353601455688,31.0,0.1043124869465828,20.0,-0.5086931586265564,1.0,0.18218648433685303,20.0,-0.32244136929512024,6.0,0.5762155055999756,30.0,-0.1808251589536667,10.0
17,0.6704098582267761,31.0,0.0543886199593544,18.0,-0.36785128712654114,5.0,0.443325400352478,27.0,0.17997513711452484,22.0,1.063687068381114e-05,18.0,0.0521944984793663,21.0,-0.48029956221580505,3.0,-0.5521538257598877,1.0
18,-0.47688138484954834,2.0,-0.34189659357070923,4.0,-0.21401748061180115,8.0,0.014970500022172928,16.0,0.8093370795249939,30.0,0.11760888248682022,19.0,0.26625725626945496,26.0,-0.07847052812576294,15.0,-0.0969071164727211,13.0
19,0.4320800304412842,26.0,-0.6201293468475342,0.0,0.32563382387161255,26.0,0.13851776719093323,21.0,-0.09741385281085968,13.0,-0.13634958863258362,9.0,-0.6203247904777527,2.0,0.3182913362979889,28.0,0.259694904088974,26.0
