,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,-0.48427504301071167,3.0,-0.4692961871623993,0.0,0.6841269135475159,30.0,0.1460503786802292,22.0,-0.24739013612270355,4.0,0.23956482112407684,25.0,0.13121871650218964,20.0
1,-0.18645325303077698,9.0,-0.1935492902994156,7.0,-0.1089702919125557,15.0,0.21317999064922333,25.0,0.7790378928184509,31.0,-0.08911485224962234,16.0,-0.41413187980651855,6.0
2,-0.1416214108467102,11.0,0.29926714301109314,22.0,0.26990240812301636,26.0,-0.3659736216068268,4.0,-0.27362629771232605,2.0,0.2861294448375702,26.0,-0.07407847046852112,14.0
3,-0.03410984203219414,17.0,0.22106055915355682,19.0,0.1809818148612976,25.0,0.1284121572971344,20.0,0.1560547798871994,20.0,0.14381597936153412,22.0,-0.7962169051170349,0.0
4,-0.7262237668037415,1.0,0.5754674673080444,29.0,-0.043186482042074203,16.0,-0.48336029052734375,2.0,0.5390649437904358,29.0,0.5064045786857605,29.0,-0.3681667447090149,7.0
5,-0.08203426003456116,14.0,0.2745261490345001,21.0,0.45358696579933167,27.0,-1.100259780883789,0.0,0.2220732867717743,22.0,0.19665907323360443,24.0,0.0354478657245636,16.0
6,0.07140457630157471,21.0,-0.28103306889533997,5.0,-0.4894079864025116,2.0,0.21651823818683624,26.0,-0.0695280060172081,11.0,0.4781586527824402,27.0,0.07388702034950256,17.0
7,0.11931006610393524,23.0,-0.18835139274597168,8.0,0.17146146297454834,23.0,-0.6941846609115601,1.0,0.7750070095062256,30.0,-0.3039810359477997,6.0,0.12073808908462524,19.0
8,-0.058289241045713425,16.0,-0.23427049815654755,6.0,-0.40933677554130554,4.0,-0.020500846207141876,11.0,0.09774573147296906,17.0,-0.21502788364887238,11.0,0.8396796584129333,31.0
9,0.3428800106048584,26.0,0.5450760126113892,28.0,-0.45235851407051086,3.0,-0.3121452331542969,6.0,-0.05505688115954399,13.0,0.04948701336979866,20.0,-0.11788241565227509,13.0
10,-0.7543320655822754,0.0,0.1478462964296341,16.0,-0.34005334973335266,7.0,0.13913919031620026,21.0,0.05060695856809616,16.0,0.47992315888404846,28.0,0.2768704891204834,26.0
11,-0.1078275814652443,12.0,0.32657065987586975,23.0,0.16664205491542816,22.0,0.4361204206943512,29.0,-0.09614046663045883,10.0,-0.01906830258667469,19.0,-0.7062956094741821,1.0
12,-0.06643512099981308,15.0,0.17120049893856049,17.0,-0.2722345292568207,9.0,0.05167602375149727,14.0,0.2371620088815689,24.0,-0.2593907117843628,9.0,0.1380210965871811,21.0
13,0.8324339389801025,31.0,-0.31275033950805664,3.0,-0.34738558530807495,6.0,-0.2432122677564621,8.0,0.23494692146778107,23.0,-0.3831152021884918,5.0,0.21908073127269745,25.0
14,-0.24225810170173645,6.0,0.4079708755016327,25.0,0.01897193305194378,19.0,0.027641160413622856,13.0,-0.2176601141691208,6.0,-0.6368773579597473,1.0,0.6422135829925537,30.0
15,-0.5331339836120605,2.0,0.6402571797370911,30.0,0.17240919172763824,24.0,0.12116105854511261,18.0,-0.4631462097167969,0.0,-0.11754575371742249,15.0,0.179997980594635,24.0
16,-0.22798894345760345,7.0,0.14017179608345032,14.0,0.013101712800562382,18.0,0.8330135941505432,31.0,0.04144715890288353,15.0,-0.30228573083877563,7.0,-0.4974605143070221,4.0
17,-0.1874495893716812,8.0,0.3379805088043213,24.0,-0.3209007680416107,8.0,0.42320016026496887,28.0,-0.2638092637062073,3.0,0.5223022103309631,30.0,-0.5113230347633362,3.0
18,0.6872498989105225,29.0,-0.07151786237955093,11.0,-0.169736847281456,12.0,-0.2644478976726532,7.0,-0.3668808341026306,1.0,0.08390451967716217,21.0,0.10142768919467926,18.0
19,0.7195594906806946,30.0,0.0778488740324974,13.0,0.13138024508953094,20.0,0.013664639554917812,12.0,-0.19285137951374054,7.0,-0.28091734647750854,8.0,-0.46868398785591125,5.0
20,-0.32371577620506287,5.0,-0.1652478128671646,9.0,0.7086007595062256,31.0,0.12550345063209534,19.0,-0.1535707414150238,9.0,0.17371539771556854,23.0,-0.3652854859828949,8.0
21,-0.0895892083644867,13.0,-0.29277458786964417,4.0,-0.7337615489959717,0.0,0.1740640252828598,24.0,0.34680846333503723,26.0,0.7280460596084595,31.0,-0.13279269635677338,12.0
22,-0.4648202657699585,4.0,0.20241163671016693,18.0,0.5640677809715271,29.0,-0.20926792919635773,9.0,0.12672114372253418,18.0,-0.17116039991378784,14.0,-0.04795172065496445,15.0
