,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.2713751494884491,25.0,-0.22580331563949585,4.0,0.012277290225028992,17.0,0.36943182349205017,28.0,-0.698405921459198,2.0,-0.11454302072525024,13.0,0.762100875377655,31.0,-0.37643322348594666,3.0
1,0.3096587657928467,26.0,0.941713809967041,31.0,-0.194300577044487,8.0,-0.2708510160446167,7.0,-0.5017049312591553,5.0,-0.2722529470920563,4.0,-0.04428228735923767,11.0,0.03201838582754135,16.0
2,-0.1529829502105713,14.0,-0.2117186188697815,5.0,0.6891676783561707,31.0,-0.1204165667295456,15.0,-0.08132074028253555,13.0,-0.26963526010513306,5.0,0.08264972269535065,15.0,0.06425754725933075,19.0
3,-0.4724188446998596,2.0,0.4717880189418793,27.0,-0.09459161013364792,14.0,-0.025406086817383766,17.0,0.4011986553668976,26.0,-0.253792941570282,6.0,0.25538840889930725,23.0,-0.2821637988090515,6.0
4,0.10073430091142654,23.0,0.21442192792892456,23.0,0.6515976190567017,30.0,-0.41770341992378235,2.0,-0.7490968108177185,1.0,-0.16940948367118835,9.0,0.040296126157045364,12.0,0.32915976643562317,26.0
5,-0.22369374334812164,9.0,-0.051279015839099884,16.0,-0.11839385330677032,12.0,-0.39650997519493103,3.0,-0.019008563831448555,18.0,1.204416275024414,31.0,-0.2728540897369385,2.0,-0.122675321996212,9.0
6,-0.40820837020874023,5.0,0.06193443387746811,19.0,0.29091665148735046,25.0,0.12566350400447845,22.0,-0.2799617350101471,6.0,0.21841968595981598,25.0,0.05270065739750862,14.0,-0.061463724821805954,11.0
7,-0.08390603959560394,17.0,-0.16569891571998596,10.0,-0.4687736928462982,4.0,-0.16169197857379913,13.0,-0.12250916659832001,9.0,-0.364947110414505,2.0,0.7097755074501038,30.0,0.6577516198158264,30.0
8,-0.22115933895111084,10.0,0.31397876143455505,25.0,-0.32580068707466125,6.0,0.23068952560424805,24.0,0.5565847754478455,29.0,0.08627065271139145,20.0,-0.09948184341192245,9.0,-0.5410821437835693,1.0
9,-0.01682399958372116,20.0,0.01978517323732376,18.0,0.03343961015343666,19.0,-0.3313247263431549,6.0,0.8120052814483643,31.0,-0.36718863248825073,1.0,-0.13034014403820038,8.0,-0.019551856443285942,13.0
10,0.018352046608924866,21.0,0.1258304864168167,21.0,-1.0378966331481934,0.0,0.09878741204738617,21.0,-0.06466138362884521,14.0,0.16179318726062775,23.0,0.13368633389472961,18.0,0.5641090869903564,29.0
11,-0.5813055634498596,1.0,0.773589551448822,30.0,-0.09882507473230362,13.0,0.08557146042585373,20.0,-0.0511835552752018,15.0,-0.13394120335578918,12.0,0.11715838313102722,17.0,-0.11106433719396591,10.0
12,-0.21700650453567505,11.0,-0.1688980758190155,9.0,0.1994088739156723,23.0,-0.0273414496332407,16.0,0.07524961233139038,21.0,-0.24339106678962708,8.0,-0.09876891225576401,10.0,0.4807478189468384,28.0
13,-0.310234010219574,8.0,-0.006231320556253195,17.0,-0.45854631066322327,5.0,0.37558797001838684,29.0,0.5840383768081665,30.0,-0.39573216438293457,0.0,0.26963064074516296,24.0,-0.05851231515407562,12.0
14,-0.08412200212478638,16.0,0.35885417461395264,26.0,-0.5510042309761047,2.0,0.34449154138565063,27.0,-0.09101469814777374,12.0,-0.05991581827402115,15.0,-0.24688631296157837,3.0,0.32959604263305664,27.0
15,-0.3172835409641266,7.0,-0.12077145278453827,13.0,-0.24004703760147095,7.0,-0.4209915101528168,1.0,0.5251123905181885,28.0,-0.03893422707915306,17.0,0.3957957625389099,28.0,0.21711969375610352,23.0
16,0.9630573391914368,31.0,-0.3775705397129059,1.0,-0.14893005788326263,10.0,-0.23613165318965912,9.0,-0.12224608659744263,10.0,0.34896594285964966,28.0,-0.17249488830566406,5.0,-0.25464922189712524,7.0
17,0.4087238311767578,29.0,-0.13634084165096283,11.0,0.4814208447933197,29.0,-0.24698147177696228,8.0,0.02150902710855007,19.0,0.20462243258953094,24.0,-0.744840145111084,0.0,0.011886058375239372,15.0
18,-0.4002709686756134,6.0,0.6897616982460022,29.0,-0.16499099135398865,9.0,-0.38199296593666077,4.0,-0.023279638960957527,17.0,-0.06921742111444473,14.0,0.10446088761091232,16.0,0.24553045630455017,24.0
19,-0.12251804023981094,15.0,-0.06858081370592117,15.0,-0.0677027776837349,15.0,-0.1920304298400879,12.0,0.21460218727588654,23.0,-0.15182800590991974,11.0,-0.5023756623268127,1.0,0.8904332518577576,31.0
20,-0.03430847451090813,19.0,-0.07295434921979904,14.0,0.26498761773109436,24.0,0.5625248551368713,30.0,-0.5876253247261047,3.0,0.34079161286354065,27.0,-0.16750772297382355,7.0,-0.30590885877609253,5.0
21,-0.0713491290807724,18.0,-0.19122308492660522,7.0,0.4638306796550751,28.0,-0.9405773282051086,0.0,0.22041814029216766,24.0,0.39038094878196716,29.0,0.35124471783638,26.0,-0.22272701561450958,8.0
22,-0.44913896918296814,3.0,0.2537866234779358,24.0,-0.4791277348995209,3.0,0.21678759157657623,23.0,0.35709524154663086,25.0,-0.043686531484127045,16.0,-0.1709212064743042,6.0,0.31520411372184753,25.0
23,0.08554492145776749,22.0,0.1008344367146492,20.0,-0.7978101968765259,1.0,-0.12324894964694977,14.0,0.08828951418399811,22.0,0.3383634388446808,26.0,0.2494824230670929,22.0,0.05854440852999687,18.0
24,-0.16403357684612274,13.0,0.6578768491744995,28.0,0.10415564477443695,22.0,-0.2065102607011795,11.0,-0.028794219717383385,16.0,-0.1602119654417038,10.0,0.15141437947750092,19.0,-0.35389795899391174,4.0
25,0.19908453524112701,24.0,-0.17491939663887024,8.0,0.3621247708797455,26.0,0.29744645953178406,26.0,-0.9239475727081299,0.0,0.057783376425504684,19.0,0.04327603057026863,13.0,0.1391512155532837,21.0
26,0.37600061297416687,28.0,-0.32068970799446106,2.0,0.4212973713874817,27.0,0.06382758170366287,18.0,-0.15221984684467316,7.0,0.1157001480460167,22.0,0.15209108591079712,20.0,-0.6560062766075134,0.0
27,0.7166690826416016,30.0,-0.13560912013053894,12.0,-0.009789615869522095,16.0,-0.37165698409080505,5.0,0.05181694030761719,20.0,-0.24743138253688812,7.0,-0.18269392848014832,4.0,0.17869623005390167,22.0
28,-0.43460512161254883,4.0,0.21265988051891327,22.0,0.0317847840487957,18.0,-0.23579049110412598,10.0,0.46690547466278076,27.0,-0.35360708832740784,3.0,0.2758897840976715,25.0,0.036761101335287094,17.0
29,-0.16917003691196442,12.0,-0.5619006752967834,0.0,0.06157170236110687,20.0,0.0673489049077034,19.0,-0.5344226956367493,4.0,0.8605373501777649,30.0,0.21099677681922913,21.0,0.0650392398238182,20.0
30,-0.8337914943695068,0.0,-0.20213331282138824,6.0,0.09020631015300751,21.0,0.6074769496917725,31.0,-0.1186596229672432,11.0,0.09595215320587158,21.0,0.36281660199165344,27.0,-0.001866574864834547,14.0
31,0.34663721919059753,27.0,-0.2762671411037445,3.0,-0.14495055377483368,11.0,0.2444889396429062,25.0,-0.14644089341163635,8.0,0.0043994346633553505,18.0,0.4283560812473297,29.0,-0.45622286200523376,2.0
