,0,1,2,3,4,5,6,7,8,9,10,11
0,0.6774938702583313,31.0,0.13288258016109467,20.0,0.06653595715761185,19.0,-0.08118072152137756,19.0,-0.16864214837551117,12.0,-0.6270886063575745,2.0
1,-0.07675698399543762,13.0,-0.2869051396846771,3.0,0.45629140734672546,30.0,-0.53807133436203,5.0,0.136686772108078,20.0,0.30875474214553833,25.0
2,-0.38607656955718994,3.0,0.2713223695755005,21.0,-0.06774765998125076,12.0,-0.15914596617221832,13.0,0.23345988988876343,23.0,0.10818783938884735,21.0
3,-0.09844010323286057,12.0,-0.12090848386287689,12.0,-0.25198036432266235,4.0,0.5638365149497986,30.0,-0.17942200601100922,10.0,0.08691523969173431,19.0
4,0.20666684210300446,22.0,0.6412472724914551,29.0,-0.8235857486724854,0.0,0.018977411091327667,21.0,0.2374017983675003,24.0,-0.28070855140686035,3.0
5,-0.3933318853378296,2.0,-0.3948507010936737,2.0,0.1497294157743454,22.0,-0.10947754979133606,18.0,0.8575560450553894,31.0,-0.10962538421154022,10.0
6,-0.16176819801330566,11.0,0.3318030834197998,24.0,-0.0031594845931977034,14.0,-0.13163386285305023,16.0,-0.30433279275894165,4.0,0.26909101009368896,24.0
7,0.3144978880882263,25.0,-0.1878492832183838,8.0,0.4536806344985962,29.0,0.06197570264339447,22.0,-0.7547523379325867,0.0,0.11244621127843857,22.0
8,0.22666874527931213,23.0,-0.2767789363861084,4.0,-0.4252895712852478,2.0,0.34244880080223083,28.0,-0.2803571820259094,5.0,0.4133065342903137,28.0
9,0.30434057116508484,24.0,0.04454423859715462,15.0,0.3543737828731537,27.0,-0.06216813623905182,20.0,0.13433951139450073,19.0,-0.7754303812980652,1.0
10,-0.20246902108192444,10.0,-0.26699209213256836,6.0,0.8406533002853394,31.0,0.09233208745718002,24.0,-0.39647984504699707,3.0,-0.06704395264387131,11.0
11,-0.05679040402173996,15.0,-0.16387972235679626,9.0,-0.4270472228527069,1.0,0.6945682168006897,31.0,-0.08384617418050766,13.0,0.03699599951505661,16.0
12,0.3630646765232086,26.0,0.03521968051791191,14.0,0.07972154021263123,20.0,-0.2100083976984024,12.0,-0.03150970861315727,16.0,-0.2364879846572876,5.0
13,-0.027679523453116417,17.0,-0.22052837908267975,7.0,0.13875441253185272,21.0,0.1406157910823822,25.0,-0.6191098690032959,1.0,0.5879471898078918,29.0
14,0.19544179737567902,21.0,-0.5275522470474243,0.0,0.06613297760486603,18.0,-0.3633878827095032,8.0,0.2491300106048584,25.0,0.3802359402179718,27.0
15,-0.2671092748641968,7.0,0.6724117994308472,31.0,0.04697699099779129,17.0,-0.2864498794078827,9.0,0.028709007427096367,17.0,-0.19453832507133484,8.0
16,0.5068473815917969,28.0,0.368619441986084,25.0,-0.19357183575630188,6.0,-0.6213731169700623,1.0,-0.058243103325366974,15.0,-0.0022787400521337986,12.0
17,-0.27917081117630005,6.0,0.056731898337602615,16.0,0.0330837145447731,15.0,-0.5839526653289795,4.0,0.6921274662017822,30.0,0.08118102699518204,18.0
18,0.5103209614753723,29.0,0.08527728170156479,18.0,-0.27269482612609863,3.0,-0.6044478416442871,3.0,0.03496203199028969,18.0,0.24658280611038208,23.0
19,-0.5906336903572083,0.0,0.0625016912817955,17.0,0.2609279155731201,26.0,-0.1516566276550293,14.0,-0.21082636713981628,7.0,0.6296877264976501,30.0
20,0.1294327676296234,18.0,0.28143221139907837,23.0,0.2014765441417694,23.0,0.08133329451084137,23.0,0.14802879095077515,21.0,-0.8417054414749146,0.0
21,-0.22993001341819763,8.0,0.5459640026092529,28.0,0.2371448576450348,25.0,0.1425761729478836,26.0,-0.4750064015388489,2.0,-0.22074931859970093,6.0
22,-0.060415107756853104,14.0,0.2805256247520447,22.0,-0.022950492799282074,13.0,-0.6046323776245117,2.0,0.3982425034046173,27.0,0.009230095893144608,13.0
23,-0.21156881749629974,9.0,0.38388100266456604,26.0,-0.08002153038978577,11.0,-0.1192110925912857,17.0,0.2291976362466812,22.0,-0.2022765725851059,7.0
24,0.19409269094467163,20.0,0.0891086757183075,19.0,0.23696714639663696,24.0,-0.5357933044433594,6.0,-0.0790264904499054,14.0,0.09465138614177704,20.0
25,-0.3592345118522644,5.0,-0.2699907720088959,5.0,-0.14540956914424896,9.0,0.20244309306144714,27.0,-0.19346828758716583,9.0,0.765659749507904,31.0
26,0.16620643436908722,19.0,-0.1301468312740326,11.0,-0.13622444868087769,10.0,-0.2847285866737366,11.0,0.6386793255805969,29.0,-0.2537856698036194,4.0
27,-0.048046305775642395,16.0,0.5256263613700867,27.0,0.03462095558643341,16.0,-0.3853904604911804,7.0,-0.2062157392501831,8.0,0.07940665632486343,17.0
28,-0.3652665913105011,4.0,0.005182257387787104,13.0,-0.15111751854419708,8.0,0.42095300555229187,29.0,-0.2545025050640106,6.0,0.34475159645080566,26.0
29,0.43024107813835144,27.0,-0.432492733001709,1.0,0.3614550232887268,28.0,-0.6961579322814941,0.0,0.47586777806282043,28.0,-0.13891315460205078,9.0
30,-0.40059804916381836,1.0,0.6540952324867249,30.0,-0.2493073046207428,5.0,-0.28535982966423035,10.0,0.26985347270965576,26.0,0.01131722703576088,14.0
31,0.6261759400367737,30.0,-0.16368544101715088,10.0,-0.1588437557220459,7.0,-0.15082499384880066,15.0,-0.1789119839668274,11.0,0.026090536266565323,15.0
