,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-0.11998888105154037,15.0,0.15062648057937622,24.0,-0.6505299806594849,1.0,0.5411320924758911,29.0,-0.02514667995274067,12.0,-0.39952197670936584,7.0,0.36926761269569397,27.0,0.13416045904159546,20.0
1,0.07497721165418625,20.0,0.03166304528713226,19.0,-0.7955279350280762,0.0,-0.060210395604372025,17.0,0.6378526091575623,28.0,0.10269266366958618,24.0,-0.07396198809146881,14.0,0.08251385390758514,17.0
2,-0.0607268400490284,17.0,-0.16984795033931732,8.0,-0.36170291900634766,2.0,0.3153894543647766,28.0,-0.05546543002128601,10.0,0.07625992596149445,22.0,-0.17076008021831512,10.0,0.42685407400131226,26.0
3,0.12200223654508591,23.0,0.07105523347854614,22.0,0.3708634674549103,25.0,0.1639283299446106,23.0,0.21542532742023468,23.0,-0.41695117950439453,5.0,-0.32150503993034363,5.0,-0.20481838285923004,7.0
4,-1.0484955310821533,0.0,-0.15403784811496735,11.0,0.1982836276292801,21.0,0.1988157033920288,24.0,-0.09549908339977264,9.0,0.4187180995941162,30.0,0.10569299757480621,21.0,0.3765219748020172,25.0
5,-0.2509293556213379,7.0,0.9122701287269592,30.0,-0.27684178948402405,3.0,-0.42985546588897705,4.0,0.11295314133167267,18.0,-0.29556459188461304,10.0,0.39851632714271545,28.0,-0.1705465465784073,8.0
6,-0.13526025414466858,12.0,0.07073543220758438,21.0,0.37660545110702515,27.0,0.1583622545003891,22.0,0.018110807985067368,16.0,-0.27816513180732727,11.0,-0.39439165592193604,3.0,0.18400295078754425,22.0
7,-0.154087096452713,11.0,1.0487194061279297,31.0,-0.2668581008911133,4.0,-0.3150613605976105,8.0,-0.17663860321044922,7.0,-0.1698368489742279,14.0,-0.08902232348918915,13.0,0.12278354167938232,19.0
8,-0.23359964787960052,8.0,-0.1325666755437851,12.0,0.8292317986488342,31.0,-0.16816991567611694,15.0,0.20583078265190125,22.0,-0.11402767896652222,16.0,-0.021418312564492226,18.0,-0.3652802109718323,3.0
9,-0.1904243677854538,10.0,-0.11472005397081375,13.0,-0.08756741136312485,9.0,0.7768566012382507,31.0,-0.22108210623264313,6.0,-0.4502648413181305,4.0,-0.020686328411102295,19.0,0.30788949131965637,24.0
10,0.8034781813621521,30.0,-0.41099053621292114,0.0,0.03551749512553215,15.0,-0.5500243902206421,1.0,-0.017924446612596512,14.0,0.07746550440788269,23.0,0.021181607618927956,20.0,0.04129732772707939,15.0
11,0.20549534261226654,26.0,-0.18868698179721832,6.0,0.16204284131526947,19.0,0.007311501540243626,19.0,0.6650182008743286,29.0,-0.5365284085273743,3.0,-0.2783074676990509,7.0,-0.03634633868932724,11.0
12,-0.27642494440078735,6.0,-0.18779446184635162,7.0,0.21444422006607056,23.0,-0.24975040555000305,10.0,0.16886648535728455,21.0,0.2807278633117676,29.0,-0.06533528119325638,16.0,0.11526669561862946,18.0
13,0.7911697030067444,29.0,-0.1638677567243576,10.0,0.37273624539375305,26.0,-0.21858204901218414,11.0,0.1569577306509018,20.0,-0.1007586121559143,17.0,-0.3624597191810608,4.0,-0.4751972556114197,1.0
14,0.014620397239923477,19.0,0.5832946300506592,29.0,0.02516273595392704,14.0,0.1272398978471756,21.0,0.2717154324054718,24.0,0.11293993890285492,26.0,-0.06329671293497086,17.0,-1.07167649269104,0.0
