,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,-0.2877270579338074,5.0,-0.08548322319984436,14.0,0.3133789896965027,26.0,0.2303028553724289,24.0,0.34546124935150146,27.0,-1.0112531185150146,0.0,0.14581458270549774,23.0,0.26166850328445435,20.0,0.08783813565969467,24.0
1,0.9338819980621338,31.0,-0.6620606780052185,1.0,-0.05505601316690445,11.0,0.08680856972932816,16.0,0.0067586228251457214,14.0,-0.3785060942173004,4.0,-0.050502486526966095,18.0,0.08036491274833679,16.0,0.038307737559080124,19.0
2,-0.3353078067302704,2.0,-0.007985430769622326,18.0,-0.16860470175743103,7.0,0.11124511063098907,19.0,0.16298840939998627,22.0,-0.038504939526319504,13.0,0.13235048949718475,22.0,0.4522955119609833,26.0,-0.3084784150123596,5.0
3,0.07182077318429947,22.0,0.6502225399017334,28.0,-0.07637862861156464,8.0,-0.5597014427185059,1.0,0.12706221640110016,19.0,0.1189953088760376,18.0,-0.034473855048418045,20.0,-0.2728242576122284,5.0,-0.024722663685679436,14.0
4,-0.23144932091236115,9.0,-0.12249162048101425,13.0,0.4609934389591217,29.0,0.8906182050704956,31.0,-0.3034590184688568,7.0,-0.022512849420309067,14.0,-0.11883343756198883,14.0,-0.1865324229001999,9.0,-0.3663327991962433,3.0
5,0.1692071557044983,26.0,0.6954329013824463,29.0,-0.88242107629776,0.0,0.47556576132774353,28.0,-0.18507884442806244,9.0,-0.22782476246356964,6.0,-0.1381465047597885,13.0,0.2832687795162201,21.0,-0.19000202417373657,10.0
6,0.13491027057170868,25.0,0.02690761908888817,20.0,-0.1829327940940857,6.0,0.086942158639431,17.0,0.1829884797334671,23.0,-0.17735736072063446,8.0,-0.039700496941804886,19.0,-0.09761118143796921,12.0,0.06585296243429184,22.0
7,-0.2995736300945282,4.0,-0.1330675333738327,11.0,0.7046731114387512,30.0,-0.4418703317642212,4.0,0.02228282205760479,15.0,0.168680801987648,20.0,-0.4473915994167328,4.0,0.43989941477775574,25.0,-0.0136344563215971,16.0
8,-0.5573215484619141,0.0,-0.4700942039489746,3.0,0.10900827497243881,19.0,0.47273173928260803,27.0,-0.21850571036338806,8.0,0.2399183064699173,23.0,0.031146986410021782,21.0,0.33754605054855347,23.0,0.055570460855960846,21.0
9,0.07617522031068802,24.0,-0.27558836340904236,8.0,0.22855155169963837,22.0,0.08775179088115692,18.0,0.09380926191806793,18.0,-0.746625542640686,2.0,-0.2516648769378662,6.0,0.12581194937229156,17.0,0.6617809534072876,31.0
10,-0.22573496401309967,10.0,0.11089611053466797,22.0,-0.5779876708984375,2.0,-0.0526304729282856,13.0,-0.5058135986328125,2.0,0.09742110967636108,16.0,0.7305718064308167,31.0,-0.21675369143486023,6.0,0.6400313377380371,30.0
11,0.072685606777668,23.0,0.7898985147476196,31.0,-0.2158575803041458,5.0,-0.17900308966636658,9.0,0.04908275976777077,17.0,-0.05532635748386383,12.0,-0.20947514474391937,10.0,-0.3445049226284027,4.0,0.09250202029943466,25.0
12,-0.09569751471281052,14.0,0.18133631348609924,25.0,0.1319286972284317,20.0,-0.07910274714231491,11.0,-0.14321793615818024,11.0,0.4649823009967804,30.0,0.14754709601402283,24.0,-0.14400304853916168,10.0,-0.46377313137054443,1.0
13,0.47842442989349365,28.0,0.13215488195419312,23.0,-0.32804074883461,3.0,-0.5633866786956787,0.0,0.43669092655181885,29.0,0.285136878490448,25.0,0.2567976415157318,26.0,-0.20177128911018372,8.0,-0.49600598216056824,0.0
14,0.02397245727479458,19.0,-0.05109439417719841,16.0,0.30882585048675537,25.0,-0.0617281049489975,12.0,0.8650466799736023,31.0,-0.13486677408218384,9.0,-0.1139032319188118,15.0,-0.8321101665496826,0.0,-0.004142211750149727,17.0
15,-0.23165573179721832,8.0,-0.18064410984516144,10.0,0.344994455575943,27.0,0.1223054975271225,20.0,0.4060152769088745,28.0,0.1698230355978012,21.0,-0.7693188190460205,0.0,0.37623700499534607,24.0,-0.237755686044693,7.0
16,-0.0423591211438179,15.0,-0.39400795102119446,6.0,0.1890651136636734,21.0,0.2130870670080185,22.0,-0.520980715751648,1.0,-0.29510587453842163,5.0,0.2744291424751282,27.0,0.6591642498970032,30.0,-0.08329211175441742,13.0
17,0.016020189970731735,18.0,-0.2877124845981598,7.0,0.01281712669879198,16.0,0.4766561686992645,29.0,-0.44640716910362244,3.0,0.2587125599384308,24.0,-0.2339162826538086,7.0,0.5195891261100769,28.0,-0.3157612681388855,4.0
18,0.509912371635437,29.0,-0.7366610765457153,0.0,0.30448228120803833,24.0,0.2081749141216278,21.0,0.1365620195865631,20.0,-0.09079577773809433,10.0,-0.20425395667552948,11.0,0.06371871381998062,15.0,-0.191139817237854,9.0
19,-0.3047270178794861,3.0,-0.3959357440471649,5.0,-0.679793655872345,1.0,0.07419387996196747,15.0,0.2758108377456665,25.0,0.4498133063316345,29.0,0.1716398447751999,25.0,-0.1110270619392395,11.0,0.5200271606445312,29.0
20,-0.2599537670612335,7.0,-0.19627802073955536,9.0,-0.00947414431720972,14.0,0.28913581371307373,25.0,-0.15912699699401855,10.0,-0.1832403540611267,7.0,-0.4054030776023865,5.0,0.505462110042572,27.0,0.41887789964675903,28.0
