,0,1,2,3,4,5,6,7,8,9,10,11
0,-0.1321159452199936,13.0,-0.1760925054550171,8.0,-0.11392907798290253,12.0,0.04243514686822891,14.0,-0.4430929720401764,3.0,0.8227951526641846,31.0
1,0.4902462363243103,29.0,-0.18655259907245636,7.0,0.3683983385562897,26.0,-0.15253490209579468,6.0,-0.20295371115207672,14.0,-0.3166030943393707,7.0
2,-0.27871206402778625,7.0,0.005016748793423176,15.0,-0.08541099727153778,15.0,0.4711432456970215,25.0,-0.07774375379085541,18.0,-0.03429292514920235,15.0
3,-0.25680166482925415,8.0,0.053452376276254654,18.0,-0.04080992564558983,17.0,-0.3168392777442932,3.0,0.5340625643730164,27.0,0.026936043053865433,18.0
4,-0.284830778837204,6.0,-0.025663824751973152,12.0,-0.20025628805160522,8.0,0.7248188257217407,30.0,-0.5320165157318115,0.0,0.3179493844509125,28.0
5,-0.7348352670669556,0.0,-0.3736344575881958,3.0,0.32504165172576904,25.0,0.47772225737571716,26.0,0.2679412066936493,24.0,0.03776451572775841,19.0
6,-0.0905195102095604,15.0,0.13171760737895966,25.0,0.027297144755721092,20.0,0.042200587689876556,13.0,0.016708780080080032,20.0,-0.12740425765514374,12.0
7,-0.3832496702671051,4.0,-0.11266686022281647,10.0,0.8267994523048401,30.0,-0.25891852378845215,4.0,-0.05953189358115196,19.0,-0.012432094663381577,17.0
8,0.04677751287817955,22.0,-0.38405731320381165,2.0,0.05281361937522888,21.0,-0.3940030336380005,1.0,0.6260345578193665,30.0,0.052436020225286484,20.0
9,-0.20364822447299957,10.0,0.02018512599170208,17.0,-0.3815021216869354,2.0,0.0767572671175003,17.0,-0.21522021293640137,13.0,0.7034276723861694,30.0
10,-0.2375471591949463,9.0,0.019879424944519997,16.0,0.8934095501899719,31.0,-0.3951379060745239,0.0,-0.3362521529197693,7.0,0.05564664304256439,21.0
11,-0.4014883041381836,2.0,0.195707768201828,26.0,-0.450791597366333,0.0,0.028788669034838676,11.0,0.538328230381012,28.0,0.08945584297180176,23.0
12,0.021856557577848434,21.0,-0.1933058500289917,6.0,-0.1862116903066635,9.0,0.30053916573524475,22.0,0.292851060628891,25.0,-0.23572947084903717,10.0
13,0.08129970729351044,24.0,0.11663461476564407,23.0,-0.3323345482349396,5.0,0.726140022277832,31.0,-0.43805110454559326,4.0,-0.15368981659412384,11.0
14,0.013941035605967045,20.0,0.8658366799354553,31.0,-0.3580857813358307,3.0,-0.3215533196926117,2.0,-0.13067218661308289,15.0,-0.06946635246276855,14.0
15,-0.17079026997089386,12.0,0.06970670819282532,20.0,-0.3966892659664154,1.0,0.44685930013656616,24.0,-0.22618091106414795,12.0,0.2770945727825165,25.0
16,0.19005031883716583,27.0,-0.5841713547706604,0.0,0.3930289149284363,27.0,0.22653736174106598,20.0,-0.5198491811752319,2.0,0.29440534114837646,26.0
17,0.07318849116563797,23.0,0.0010799242882058024,13.0,-0.16530777513980865,10.0,0.6796572208404541,29.0,-0.3348613977432251,8.0,-0.25375494360923767,9.0
18,-0.6284815669059753,1.0,0.265197217464447,29.0,0.2150414139032364,23.0,0.035950399935245514,12.0,0.13490012288093567,22.0,-0.022608056664466858,16.0
19,0.1233338713645935,26.0,0.2301211804151535,28.0,0.41441458463668823,29.0,-0.11635242402553558,7.0,0.10505703836679459,21.0,-0.7565746307373047,0.0
20,0.09135588258504868,25.0,-0.10302390903234482,11.0,-0.34350311756134033,4.0,0.4415995478630066,23.0,-0.27068862318992615,10.0,0.18426084518432617,24.0
21,0.6711524724960327,30.0,-0.43488410115242004,1.0,-0.1198476105928421,11.0,-0.05800563842058182,8.0,0.25572213530540466,23.0,-0.31413534283638,8.0
22,-0.1837177276611328,11.0,0.1965905874967575,27.0,-0.0950966402888298,13.0,0.5704700350761414,27.0,-0.4153439700603485,6.0,-0.07290143519639969,13.0
23,-0.014920146204531193,18.0,-0.1740664839744568,9.0,0.012582664377987385,19.0,0.6013129353523254,28.0,-0.07977169752120972,17.0,-0.34513798356056213,4.0
24,-0.3840712606906891,3.0,0.12533721327781677,24.0,-0.2593446969985962,7.0,-0.03979770466685295,9.0,0.4726620316505432,26.0,0.0852140411734581,22.0
25,0.20123034715652466,28.0,0.004781510215252638,14.0,-0.26601964235305786,6.0,0.14993487298488617,19.0,-0.5268927216529846,1.0,0.43696510791778564,29.0
26,0.8494296669960022,31.0,-0.20320278406143188,5.0,-0.09138927608728409,14.0,0.0464959442615509,15.0,-0.28246307373046875,9.0,-0.3188713788986206,6.0
27,-0.022557519376277924,17.0,0.05405547097325325,19.0,0.41077062487602234,28.0,0.27199798822402954,21.0,-0.23313172161579132,11.0,-0.4811336398124695,2.0
28,-0.047244299203157425,16.0,0.10208902508020401,22.0,-0.0748111829161644,16.0,-0.2192002236843109,5.0,0.66670823097229,31.0,-0.42754125595092773,3.0
29,-0.3381403088569641,5.0,0.0702354684472084,21.0,0.23496469855308533,24.0,0.06379491090774536,16.0,0.5785334706306458,29.0,-0.6093876957893372,1.0
30,-0.12794619798660278,14.0,0.7752214074134827,30.0,-0.011300371959805489,18.0,0.12136246263980865,18.0,-0.4167056977748871,5.0,-0.34063127636909485,5.0
31,0.006203523837029934,19.0,-0.25366532802581787,4.0,0.06111766770482063,22.0,-0.029433593153953552,10.0,-0.09715662151575089,16.0,0.31293392181396484,27.0
