,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.10512698441743851,21.0,-0.16775265336036682,9.0,0.9489519596099854,31.0,-0.3360317647457123,7.0,-0.49477240443229675,3.0,-0.07240649312734604,10.0,0.01688412018120289,21.0
1,-1.1122550964355469,0.0,0.10653090476989746,22.0,0.12761445343494415,21.0,0.17420507967472076,24.0,0.3880058825016022,26.0,0.0903114378452301,16.0,0.2255869060754776,25.0
2,0.20548300445079803,23.0,-0.48322004079818726,3.0,-0.30694934725761414,6.0,0.16355913877487183,23.0,-0.13035213947296143,8.0,0.18367324769496918,20.0,0.36780697107315063,27.0
3,0.309380441904068,27.0,-0.03684132918715477,16.0,-0.03691432997584343,17.0,-0.6056780815124512,1.0,0.17037932574748993,18.0,0.3878098726272583,25.0,-0.18813642859458923,10.0
4,0.008657790720462799,16.0,-0.5863023996353149,1.0,-0.22352167963981628,10.0,-0.2518317699432373,10.0,0.19263072311878204,20.0,0.9324249625205994,31.0,-0.07205889374017715,15.0
5,-0.3915342688560486,2.0,0.19664116203784943,25.0,-0.47359445691108704,2.0,-0.05585532262921333,16.0,-0.43058207631111145,4.0,0.35500630736351013,24.0,0.7999181151390076,31.0
6,0.05910355597734451,18.0,-0.031018327921628952,17.0,0.4214015007019043,29.0,-0.40564820170402527,5.0,0.21883146464824677,22.0,-0.19212330877780914,6.0,-0.07054688781499863,16.0
7,-0.24531739950180054,8.0,-0.8871986865997314,0.0,0.19412761926651,23.0,0.22479848563671112,26.0,0.5872879028320312,28.0,0.04925711825489998,14.0,0.07704373449087143,22.0
8,0.27365168929100037,25.0,-0.2133496105670929,8.0,-0.1490350067615509,13.0,-0.5571011304855347,2.0,0.033279743045568466,14.0,0.651237428188324,29.0,-0.03868449106812477,19.0
9,-0.002725336467847228,15.0,-0.142724871635437,11.0,-0.3983779549598694,4.0,0.41416803002357483,28.0,0.3195625841617584,24.0,0.406838983297348,26.0,-0.5967406630516052,1.0
10,0.18141932785511017,22.0,0.6653143167495728,29.0,-0.061341796070337296,16.0,0.06384019553661346,22.0,-0.6984032392501831,1.0,0.32604867219924927,23.0,-0.4768785536289215,4.0
11,0.6554495692253113,29.0,-0.1413385421037674,12.0,-0.22915126383304596,9.0,-0.5496174097061157,3.0,0.3465062081813812,25.0,0.05797457695007324,15.0,-0.13982541859149933,13.0
12,0.23809204995632172,24.0,-0.16619589924812317,10.0,-0.19176587462425232,12.0,0.35593828558921814,27.0,-0.09342041611671448,9.0,0.13947612047195435,18.0,-0.2821236550807953,7.0
13,0.10371984541416168,20.0,-0.5027081966400146,2.0,0.2669975757598877,25.0,0.025410298258066177,20.0,0.19803164899349213,21.0,0.47656485438346863,27.0,-0.5680165886878967,2.0
14,-0.30799078941345215,4.0,0.5992358326911926,27.0,0.21383047103881836,24.0,-0.355489581823349,6.0,0.2607918977737427,23.0,-0.1334041804075241,8.0,-0.27697381377220154,8.0
15,-0.23303213715553284,10.0,-0.26734039187431335,7.0,-0.07927484065294266,14.0,-0.4504038095474243,4.0,0.9320729374885559,31.0,-0.09849625080823898,9.0,0.19647346436977386,24.0
16,-0.1626911610364914,11.0,-0.07016836106777191,14.0,-0.0319196991622448,19.0,0.5027979612350464,30.0,-0.7405502200126648,0.0,-0.03585756570100784,11.0,0.538388729095459,29.0
17,-0.49423089623451233,1.0,0.8462086915969849,31.0,-0.25219056010246277,8.0,0.01533619686961174,19.0,-0.20173658430576324,6.0,0.14507876336574554,19.0,-0.05846518278121948,18.0
18,0.8382671475410461,31.0,-0.3536459803581238,6.0,-0.28368133306503296,7.0,-0.2309771478176117,11.0,0.13630279898643494,16.0,0.03082992695271969,13.0,-0.13709498941898346,14.0
19,0.01107079815119505,17.0,-0.4307847023010254,5.0,-0.400280624628067,3.0,0.4919223189353943,29.0,0.6097056269645691,29.0,0.09376770257949829,17.0,-0.37540003657341003,5.0
20,0.3503461480140686,28.0,0.09244261682033539,21.0,0.3640386760234833,27.0,0.03932877257466316,21.0,-0.697910487651825,2.0,-0.38552263379096985,1.0,0.2372768372297287,26.0
21,-0.2331821173429489,9.0,0.6419383883476257,28.0,-0.5479283928871155,1.0,-0.1791633665561676,12.0,0.1687551885843277,17.0,-0.2253221720457077,4.0,0.37490174174308777,28.0
22,0.29481634497642517,26.0,-0.4737681448459625,4.0,-0.37306851148605347,5.0,-0.028659604489803314,18.0,-0.024738579988479614,12.0,0.6721994876861572,30.0,-0.06678054481744766,17.0
23,-0.26644381880760193,6.0,0.5632676482200623,26.0,0.155056893825531,22.0,0.19592483341693878,25.0,0.17237485945224762,19.0,-0.286514014005661,2.0,-0.533667266368866,3.0
24,0.7208353281021118,30.0,-0.11264663934707642,13.0,-0.03337618336081505,18.0,-0.1625133901834488,13.0,-0.051145039498806,11.0,-0.025074640288949013,12.0,-0.33607879281044006,6.0
25,0.0939427986741066,19.0,-0.050100281834602356,15.0,-0.5552782416343689,0.0,-0.3248482942581177,9.0,0.6372750997543335,30.0,0.1875513792037964,21.0,0.011459003202617168,20.0
26,-0.2639836072921753,7.0,0.6958193182945251,30.0,0.2911706566810608,26.0,-0.13573738932609558,14.0,-0.16121117770671844,7.0,-0.2536032795906067,3.0,-0.17245396971702576,11.0
27,-0.27904388308525085,5.0,0.12419527024030685,23.0,-0.20378510653972626,11.0,0.5904524326324463,31.0,0.12574352324008942,15.0,-0.20306095480918884,5.0,-0.1545020490884781,12.0
28,-0.08961646258831024,13.0,0.02247227542102337,19.0,-0.061830878257751465,15.0,-0.09210340678691864,15.0,0.5070912837982178,27.0,0.31756916642189026,22.0,-0.6035822033882141,0.0
29,-0.31613245606422424,3.0,0.0015936096897348762,18.0,0.394199013710022,28.0,-0.04122323915362358,17.0,-0.3028417229652405,5.0,-0.5034163594245911,0.0,0.7678204774856567,30.0
30,-0.07159200310707092,14.0,0.07784173637628555,20.0,0.08468279987573624,20.0,-0.8305253386497498,0.0,-0.018950726836919785,13.0,0.582762598991394,28.0,0.17578011751174927,23.0
31,-0.10158690065145493,12.0,0.16552573442459106,24.0,0.7322688102722168,30.0,-0.33536380529403687,8.0,-0.07191208004951477,10.0,-0.15559132397174835,7.0,-0.23334065079689026,9.0
