,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.053556013852357864,17.0,0.18219007551670074,21.0,-0.1357318013906479,11.0,0.6908057332038879,31.0,-0.18503578007221222,9.0,-0.668955385684967,2.0,0.06317130476236343,16.0
1,0.3869337737560272,29.0,0.030184436589479446,15.0,0.2637985944747925,24.0,-0.05154537409543991,14.0,-1.1030694246292114,0.0,0.2432517558336258,26.0,0.23044563829898834,21.0
2,-0.006163580343127251,14.0,0.5796384811401367,29.0,0.16542689502239227,23.0,-0.41426947712898254,3.0,-0.10156290978193283,12.0,-0.03196801617741585,15.0,-0.19110150635242462,7.0
3,0.3026040196418762,27.0,-0.4056553244590759,4.0,-0.3623219132423401,4.0,0.09026778489351273,19.0,0.3758469820022583,28.0,0.01014751847833395,16.0,-0.010888950899243355,13.0
4,-0.6830850839614868,0.0,0.44003602862358093,26.0,0.6289055347442627,30.0,0.3249150216579437,25.0,0.013244250789284706,17.0,-0.2849437892436981,6.0,-0.4390716254711151,2.0
5,-0.16826023161411285,11.0,-0.2144201248884201,11.0,-0.10916103422641754,13.0,-0.20504814386367798,6.0,-0.06802259385585785,13.0,-0.2674291431903839,9.0,1.0323389768600464,31.0
6,0.04695533215999603,16.0,0.2665773332118988,24.0,-0.680248498916626,1.0,0.47243571281433105,28.0,-0.17450980842113495,10.0,0.09368883818387985,20.0,-0.024896180257201195,12.0
7,0.09297513961791992,19.0,-0.3633386790752411,6.0,0.2873958349227905,25.0,0.06453453749418259,18.0,-0.04439317062497139,14.0,0.6613174676895142,29.0,-0.6984918117523193,0.0
8,0.7715302109718323,31.0,-0.4005756676197052,5.0,-0.11805186420679092,12.0,-0.11597637832164764,10.0,0.18399874866008759,24.0,-0.18763281404972076,12.0,-0.1332937628030777,8.0
9,-0.25773313641548157,9.0,-0.2876499891281128,8.0,0.3609025478363037,27.0,-0.09692726284265518,12.0,0.10671664029359818,21.0,-0.2808254659175873,7.0,0.45551812648773193,27.0
10,-0.15205451846122742,12.0,-0.3141928017139435,7.0,-0.7815066576004028,0.0,0.02736677974462509,16.0,0.14177840948104858,23.0,0.7601016759872437,30.0,0.31850698590278625,25.0
11,0.20906178653240204,23.0,-0.2495926469564438,10.0,-0.09709683060646057,14.0,-0.11735326051712036,8.0,0.6808664202690125,30.0,-0.23381587862968445,11.0,-0.1920703798532486,6.0
12,0.2881976068019867,26.0,0.13063748180866241,18.0,0.03305961936712265,18.0,-0.11622947454452515,9.0,0.22469373047351837,25.0,-0.3104226887226105,5.0,-0.24993646144866943,4.0
