,0,1,2,3,4,5,6,7,8,9
0,-0.5707690119743347,2.0,0.09902003407478333,21.0,0.6401845216751099,31.0,-0.1357722133398056,11.0,-0.03266322985291481,14.0
1,0.32821667194366455,25.0,0.31093350052833557,27.0,-0.055418677628040314,16.0,0.09061422944068909,16.0,-0.674346387386322,0.0
2,-0.3374595642089844,6.0,0.021107885986566544,17.0,0.05689169839024544,19.0,0.18770328164100647,21.0,0.07175634056329727,22.0
3,0.35524141788482666,27.0,0.027527226135134697,18.0,0.06229965388774872,20.0,-0.47275087237358093,3.0,0.027682285755872726,19.0
4,-0.46922391653060913,3.0,0.20769710838794708,22.0,-0.4130053222179413,2.0,0.5303130149841309,28.0,0.14421842992305756,24.0
5,-0.20835241675376892,9.0,0.8545375466346741,31.0,-0.30732765793800354,3.0,-0.09488072991371155,12.0,-0.24397613108158112,7.0
6,0.19833147525787354,22.0,-0.35216352343559265,2.0,-0.10076721757650375,12.0,0.2348232865333557,22.0,0.019776053726673126,18.0
7,0.2976868748664856,23.0,-0.5089491605758667,0.0,0.5176102519035339,29.0,-0.32300490140914917,6.0,0.016656329855322838,17.0
8,0.5142608284950256,29.0,-0.048096999526023865,13.0,-0.0695154145359993,15.0,-0.4076590836048126,5.0,0.01101077813655138,16.0
9,-0.43000686168670654,4.0,0.5589879751205444,30.0,0.06595072895288467,21.0,-0.08516503870487213,13.0,-0.1097676008939743,11.0
10,-0.21819394826889038,8.0,-0.042954958975315094,14.0,0.07616075873374939,23.0,-0.5403953194618225,1.0,0.7253839373588562,31.0
11,0.2981891334056854,24.0,0.21418115496635437,23.0,-0.24816419184207916,6.0,-0.49229875206947327,2.0,0.2280927151441574,26.0
12,0.019939793273806572,16.0,-0.27642399072647095,4.0,0.06649649888277054,22.0,0.1855732947587967,20.0,0.004414748400449753,15.0
13,0.5204477906227112,30.0,-0.3587869107723236,1.0,0.3531529903411865,27.0,-0.44525638222694397,4.0,-0.06955679506063461,12.0
14,0.030659416690468788,17.0,0.24310682713985443,26.0,0.04325980320572853,18.0,-0.6253214478492737,0.0,0.30829477310180664,28.0
15,-0.39315342903137207,5.0,-0.08179386705160141,11.0,-0.09342078119516373,13.0,0.4573739171028137,25.0,0.11099462956190109,23.0
16,-0.2375347763299942,7.0,-0.3253731429576874,3.0,0.48299139738082886,28.0,0.4945968985557556,27.0,-0.41468045115470886,4.0
17,0.03222717344760895,18.0,-0.1622876673936844,8.0,-0.24381399154663086,7.0,0.744784414768219,31.0,-0.37091001868247986,5.0
18,-0.1519395411014557,11.0,0.014642893336713314,16.0,-0.09033948928117752,14.0,-0.31196919083595276,7.0,0.5396047234535217,30.0
19,-0.13178665935993195,12.0,0.3673185408115387,28.0,0.2800295054912567,26.0,0.104817695915699,17.0,-0.6203793883323669,2.0
20,-0.6649823188781738,0.0,0.23298019170761108,25.0,0.20216329395771027,24.0,0.17646144330501556,19.0,0.05337744578719139,21.0
21,0.12919995188713074,20.0,0.40448880195617676,29.0,-0.2334829717874527,8.0,0.33045876026153564,24.0,-0.630664587020874,1.0
22,0.3307318687438965,26.0,-0.23481565713882446,6.0,-0.17025215923786163,10.0,-0.27573859691619873,8.0,0.3500746786594391,29.0
23,0.0038531520403921604,15.0,-0.16562122106552124,7.0,-0.25818851590156555,5.0,0.4853205978870392,26.0,-0.06536493450403214,13.0
24,-0.005542694125324488,14.0,0.0918177142739296,20.0,-0.42756086587905884,1.0,0.03586762025952339,15.0,0.3054184019565582,27.0
25,0.6852208971977234,31.0,-0.10843738913536072,10.0,-0.2697426378726959,4.0,-0.1765993982553482,10.0,-0.13044115900993347,10.0
26,-0.024363212287425995,13.0,-0.1311238557100296,9.0,0.017384778708219528,17.0,0.6465470790863037,30.0,-0.5084434747695923,3.0
27,0.050927046686410904,19.0,-0.2541407644748688,5.0,-0.1091308519244194,11.0,0.574023425579071,29.0,-0.2616792619228363,6.0
28,0.48951804637908936,28.0,-0.06068849936127663,12.0,-0.19921357929706573,9.0,-0.2629392445087433,9.0,0.03332341089844704,20.0
29,-0.6260284185409546,1.0,0.21547138690948486,24.0,0.6213580965995789,30.0,-0.05362754315137863,14.0,-0.15717396140098572,9.0
30,0.14152346551418304,21.0,0.0826534777879715,19.0,-0.7185277342796326,0.0,0.29156389832496643,23.0,0.20278845727443695,25.0
31,-0.17377880215644836,10.0,-0.0325242355465889,15.0,0.21896988153457642,25.0,0.1691330075263977,18.0,-0.18179936707019806,8.0
