,0,1,2,3,4,5,6,7
0,-0.27852582931518555,7.0,-0.21088793873786926,11.0,-0.08079106360673904,11.0,0.5702046751976013,30.0
1,-0.16964872181415558,11.0,-0.24609024822711945,9.0,0.2208898812532425,23.0,0.19484901428222656,18.0
2,-0.06049041450023651,20.0,0.015234478749334812,19.0,-0.23608438670635223,6.0,0.2813403308391571,22.0
3,0.31876319646835327,26.0,-0.29490047693252563,6.0,0.04528859257698059,14.0,-0.06915111094713211,12.0
4,-0.31620827317237854,6.0,0.5704910755157471,31.0,-0.494610458612442,1.0,0.24032826721668243,20.0
5,0.0708993598818779,21.0,0.023762093856930733,20.0,-0.5756529569625854,0.0,0.48099038004875183,28.0
6,-0.06619840115308762,19.0,-0.07811297476291656,16.0,0.12158382683992386,18.0,0.022727590054273605,13.0
7,-0.07346032559871674,18.0,-0.06109043210744858,17.0,0.5424941778182983,30.0,-0.40794336795806885,2.0
8,-0.5263242721557617,2.0,0.16229136288166046,24.0,0.14694024622440338,19.0,0.21709281206130981,19.0
9,-0.08093240857124329,17.0,0.14668984711170197,23.0,-0.41734251379966736,3.0,0.35158562660217285,25.0
10,-0.0854889303445816,16.0,-0.40739256143569946,2.0,0.639812707901001,31.0,-0.14693140983581543,10.0
11,0.5362670421600342,31.0,-0.24429325759410858,10.0,-0.10962005704641342,10.0,-0.18235410749912262,8.0
12,0.1765139102935791,23.0,0.11256697028875351,22.0,-0.12180710583925247,9.0,-0.1672736257314682,9.0
13,0.20322854816913605,24.0,-0.4471697211265564,1.0,0.501401960849762,28.0,-0.25746071338653564,6.0
14,-0.3647920489311218,5.0,-0.3990815579891205,3.0,0.5054959058761597,29.0,0.258377343416214,21.0
15,-0.20292453467845917,9.0,0.43245044350624084,30.0,-0.42157286405563354,2.0,0.19204698503017426,17.0
16,-0.6434777975082397,0.0,0.17199432849884033,25.0,0.04920928180217743,15.0,0.42227503657341003,27.0
17,-0.5434026122093201,1.0,0.38427579402923584,29.0,-0.007920370437204838,12.0,0.1670478880405426,15.0
18,0.13800373673439026,22.0,-0.3180997669696808,5.0,0.3858684003353119,26.0,-0.20577237010002136,7.0
19,-0.15189708769321442,14.0,0.3697965145111084,28.0,0.30578354001045227,25.0,-0.5236837267875671,0.0
20,-0.16346634924411774,12.0,0.195978581905365,26.0,-0.41470861434936523,4.0,0.38219696283340454,26.0
21,-0.24693861603736877,8.0,-0.32706063985824585,4.0,0.24333979189395905,24.0,0.33065906167030334,24.0
22,0.4476219713687897,28.0,-0.2471761405467987,8.0,0.15139904618263245,20.0,-0.35184434056282043,4.0
23,-0.17308630049228668,10.0,0.3683379888534546,27.0,-0.3051329255104065,5.0,0.1098804622888565,14.0
24,0.4833220839500427,29.0,-0.08242920786142349,15.0,-0.1252346932888031,8.0,-0.27565938234329224,5.0
25,0.3461065888404846,27.0,-0.18629024922847748,13.0,0.21236327290534973,22.0,-0.3721798360347748,3.0
26,-0.15896087884902954,13.0,-0.19109947979450226,12.0,-0.20264899730682373,7.0,0.5527088046073914,29.0
27,-0.410062313079834,4.0,0.09661440551280975,21.0,0.4396481215953827,27.0,-0.12620002031326294,11.0
28,0.526056170463562,30.0,-0.054759565740823746,18.0,0.008696071803569794,13.0,-0.47999241948127747,1.0
29,-0.41542506217956543,3.0,-0.2657630145549774,7.0,0.0741690993309021,17.0,0.6070185303688049,31.0
30,0.22212520241737366,25.0,-0.7056811451911926,0.0,0.16661471128463745,21.0,0.3169407844543457,23.0
31,-0.0924527496099472,15.0,-0.15775160491466522,14.0,0.061229173094034195,16.0,0.18897540867328644,16.0
